Member State,Member State Code,Category,Year,Month,Thousand tonnes
Sweden,SE,Total raw cow's milk delivered to dairies,2017,March,251.56
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2017,April,1.46
Sweden,SE,Total raw cow's milk delivered to dairies,2017,April,242.82
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2017,May,1.92
Sweden,SE,Total raw cow's milk delivered to dairies,2017,May,248.61
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2017,June,1.48
Sweden,SE,Total raw cow's milk delivered to dairies,2017,June,235.89
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2017,July,1.80
Sweden,SE,Total raw cow's milk delivered to dairies,2017,July,237.47
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2017,August,1.26
Sweden,SE,Total raw cow's milk delivered to dairies,2017,August,232.36
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2017,September,1.05
Sweden,SE,Total raw cow's milk delivered to dairies,2017,September,219.92
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2017,October,1.51
Sweden,SE,Total raw cow's milk delivered to dairies,2017,October,224.34
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2017,November,1.19
Sweden,SE,Total raw cow's milk delivered to dairies,2017,November,219.25
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2017,December,0.65
Sweden,SE,Total raw cow's milk delivered to dairies,2017,December,235.41
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2016,January,1.72
Sweden,SE,Total raw cow's milk delivered to dairies,2016,January,249.16
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2016,February,1.64
Sweden,SE,Total raw cow's milk delivered to dairies,2016,February,238.72
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2016,March,2.14
Sweden,SE,Total raw cow's milk delivered to dairies,2016,March,257.33
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2016,April,1.98
Sweden,SE,Total raw cow's milk delivered to dairies,2016,April,249.71
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2016,May,1.87
Sweden,SE,Total raw cow's milk delivered to dairies,2016,May,256.08
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2016,June,1.84
Sweden,SE,Total raw cow's milk delivered to dairies,2016,June,239.17
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2016,July,2.12
Sweden,SE,Total raw cow's milk delivered to dairies,2016,July,239.09
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2016,August,2.12
Sweden,SE,Total raw cow's milk delivered to dairies,2016,August,233.93
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2016,September,1.67
Sweden,SE,Total raw cow's milk delivered to dairies,2016,September,220.63
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2016,October,1.43
Sweden,SE,Total raw cow's milk delivered to dairies,2016,October,224.15
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2016,November,1.78
Sweden,SE,Total raw cow's milk delivered to dairies,2016,November,219.68
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2016,December,1.42
Sweden,SE,Total raw cow's milk delivered to dairies,2016,December,234.35
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2015,January,1.91
Sweden,SE,Total raw cow's milk delivered to dairies,2015,January,252.33
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2015,February,1.40
Sweden,SE,Total raw cow's milk delivered to dairies,2015,February,232.24
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2015,March,1.79
Sweden,SE,Total raw cow's milk delivered to dairies,2015,March,260.29
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2015,April,2.21
Sweden,SE,Total raw cow's milk delivered to dairies,2015,April,254.46
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2015,May,1.59
Sweden,SE,Total raw cow's milk delivered to dairies,2015,May,259.47
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2015,June,1.61
Sweden,SE,Total raw cow's milk delivered to dairies,2015,June,244.87
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2015,July,1.86
Sweden,SE,Total raw cow's milk delivered to dairies,2015,July,247.38
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2015,August,1.87
Sweden,SE,Total raw cow's milk delivered to dairies,2015,August,243.90
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2015,September,1.91
Sweden,SE,Total raw cow's milk delivered to dairies,2015,September,230.23
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2015,October,1.70
Sweden,SE,Total raw cow's milk delivered to dairies,2015,October,234.42
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2015,November,2.15
Sweden,SE,Total raw cow's milk delivered to dairies,2015,November,229.52
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2015,December,1.84
Sweden,SE,Total raw cow's milk delivered to dairies,2015,December,244.05
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2014,January,1.65
Sweden,SE,Total raw cow's milk delivered to dairies,2014,January,252.33
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2014,February,2.15
Sweden,SE,Total raw cow's milk delivered to dairies,2014,February,233.18
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2014,March,1.83
Sweden,SE,Total raw cow's milk delivered to dairies,2014,March,260.55
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2014,April,1.96
Sweden,SE,Total raw cow's milk delivered to dairies,2014,April,253.54
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2014,May,2.16
Sweden,SE,Total raw cow's milk delivered to dairies,2014,May,261.05
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2014,June,1.24
Sweden,SE,Total raw cow's milk delivered to dairies,2014,June,246.14
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2014,July,1.75
Sweden,SE,Total raw cow's milk delivered to dairies,2014,July,245.40
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2014,August,1.38
Sweden,SE,Total raw cow's milk delivered to dairies,2014,August,240.89
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2014,September,1.90
Sweden,SE,Total raw cow's milk delivered to dairies,2014,September,229.68
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2014,October,2.09
Sweden,SE,Total raw cow's milk delivered to dairies,2014,October,233.94
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2014,November,2.06
Sweden,SE,Total raw cow's milk delivered to dairies,2014,November,229.94
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2014,December,1.52
Sweden,SE,Total raw cow's milk delivered to dairies,2014,December,244.61
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2013,January,2.03
Sweden,SE,Total raw cow's milk delivered to dairies,2013,January,244.10
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2013,February,1.67
Sweden,SE,Total raw cow's milk delivered to dairies,2013,February,225.60
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2013,March,2.28
Sweden,SE,Total raw cow's milk delivered to dairies,2013,March,251.19
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2013,April,2.71
Sweden,SE,Total raw cow's milk delivered to dairies,2013,April,245.67
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2013,May,1.61
Sweden,SE,Total raw cow's milk delivered to dairies,2013,May,254.11
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2013,June,1.19
Sweden,SE,Total raw cow's milk delivered to dairies,2013,June,240.13
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2013,July,1.58
Sweden,SE,Total raw cow's milk delivered to dairies,2013,July,241.57
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2013,August,1.42
Sweden,SE,Total raw cow's milk delivered to dairies,2013,August,237.83
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2013,September,1.63
Sweden,SE,Total raw cow's milk delivered to dairies,2013,September,226.21
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2013,October,1.92
Sweden,SE,Total raw cow's milk delivered to dairies,2013,October,230.18
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2013,November,2.20
Sweden,SE,Total raw cow's milk delivered to dairies,2013,November,227.37
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2013,December,1.36
Sweden,SE,Total raw cow's milk delivered to dairies,2013,December,243.60
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2012,January,1.75
Sweden,SE,Total raw cow's milk delivered to dairies,2012,January,247.12
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2012,February,1.47
Sweden,SE,Total raw cow's milk delivered to dairies,2012,February,233.69
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2012,March,2.03
Sweden,SE,Total raw cow's milk delivered to dairies,2012,March,254.46
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2012,April,1.94
Sweden,SE,Total raw cow's milk delivered to dairies,2012,April,247.12
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2012,May,2.06
Sweden,SE,Total raw cow's milk delivered to dairies,2012,May,253.88
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2012,June,1.67
Sweden,SE,Total raw cow's milk delivered to dairies,2012,June,241.01
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2012,July,1.96
Sweden,SE,Total raw cow's milk delivered to dairies,2012,July,240.98
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2012,August,1.83
Sweden,SE,Total raw cow's milk delivered to dairies,2012,August,236.07
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2012,September,1.76
Sweden,SE,Total raw cow's milk delivered to dairies,2012,September,221.99
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2012,October,1.83
Sweden,SE,Total raw cow's milk delivered to dairies,2012,October,226.65
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2012,November,2.10
Sweden,SE,Total raw cow's milk delivered to dairies,2012,November,222.91
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2012,December,1.54
Sweden,SE,Total raw cow's milk delivered to dairies,2012,December,235.29
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2011,January,2.04
Sweden,SE,Total raw cow's milk delivered to dairies,2011,January,243.90
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2011,February,1.65
Sweden,SE,Total raw cow's milk delivered to dairies,2011,February,226.02
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2011,March,2.12
Sweden,SE,Total raw cow's milk delivered to dairies,2011,March,252.96
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2011,April,1.85
Sweden,SE,Total raw cow's milk delivered to dairies,2011,April,247.00
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2011,May,2.19
Sweden,SE,Total raw cow's milk delivered to dairies,2011,May,253.35
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2011,June,0.90
Sweden,SE,Total raw cow's milk delivered to dairies,2011,June,238.62
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2011,July,1.58
Sweden,SE,Total raw cow's milk delivered to dairies,2011,July,239.69
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2011,August,1.56
Sweden,SE,Total raw cow's milk delivered to dairies,2011,August,236.07
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2011,September,1.75
Sweden,SE,Total raw cow's milk delivered to dairies,2011,September,223.88
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2011,October,2.22
Sweden,SE,Total raw cow's milk delivered to dairies,2011,October,226.82
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2011,November,1.73
Sweden,SE,Total raw cow's milk delivered to dairies,2011,November,223.32
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2011,December,1.79
Sweden,SE,Total raw cow's milk delivered to dairies,2011,December,238.79
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2010,January,2.13
Sweden,SE,Total raw cow's milk delivered to dairies,2010,January,245.43
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2010,February,1.86
Sweden,SE,Total raw cow's milk delivered to dairies,2010,February,225.47
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2010,March,2.08
Sweden,SE,Total raw cow's milk delivered to dairies,2010,March,253.72
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2010,April,2.37
Sweden,SE,Total raw cow's milk delivered to dairies,2010,April,250.31
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2010,May,1.93
Sweden,SE,Total raw cow's milk delivered to dairies,2010,May,255.44
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2010,June,2.02
Sweden,SE,Total raw cow's milk delivered to dairies,2010,June,241.33
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2010,July,1.82
Sweden,SE,Total raw cow's milk delivered to dairies,2010,July,239.34
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2010,August,1.74
Sweden,SE,Total raw cow's milk delivered to dairies,2010,August,237.39
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2010,September,2.22
Sweden,SE,Total raw cow's milk delivered to dairies,2010,September,226.34
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2010,October,1.10
Sweden,SE,Total raw cow's milk delivered to dairies,2010,October,228.66
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2010,November,2.31
Sweden,SE,Total raw cow's milk delivered to dairies,2010,November,222.52
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2010,December,2.04
Sweden,SE,Total raw cow's milk delivered to dairies,2010,December,233.71
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2009,January,2.63
Sweden,SE,Total raw cow's milk delivered to dairies,2009,January,259.14
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2009,February,2.50
Sweden,SE,Total raw cow's milk delivered to dairies,2009,February,237.34
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2009,March,3.48
Sweden,SE,Total raw cow's milk delivered to dairies,2009,March,263.58
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2009,April,2.69
Sweden,SE,Total raw cow's milk delivered to dairies,2009,April,256.87
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2009,May,2.85
Sweden,SE,Total raw cow's milk delivered to dairies,2009,May,264.25
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2009,June,2.56
Sweden,SE,Total raw cow's milk delivered to dairies,2009,June,247.63
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2009,July,2.20
Sweden,SE,Total raw cow's milk delivered to dairies,2009,July,244.68
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2009,August,2.13
Sweden,SE,Total raw cow's milk delivered to dairies,2009,August,239.84
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2009,September,2.12
Sweden,SE,Total raw cow's milk delivered to dairies,2009,September,225.52
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2009,October,2.31
Sweden,SE,Total raw cow's milk delivered to dairies,2009,October,227.84
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2009,November,2.59
Sweden,SE,Total raw cow's milk delivered to dairies,2009,November,224.66
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2009,December,2.23
Sweden,SE,Total raw cow's milk delivered to dairies,2009,December,239.48
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2008,January,2.59
Sweden,SE,Total raw cow's milk delivered to dairies,2008,January,248.67
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2008,February,2.04
Sweden,SE,Total raw cow's milk delivered to dairies,2008,February,236.55
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2008,March,2.19
Sweden,SE,Total raw cow's milk delivered to dairies,2008,March,256.02
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2008,April,2.94
Sweden,SE,Total raw cow's milk delivered to dairies,2008,April,250.49
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2008,May,2.84
Sweden,SE,Total raw cow's milk delivered to dairies,2008,May,261.23
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2008,June,1.86
Sweden,SE,Total raw cow's milk delivered to dairies,2008,June,247.21
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2008,July,2.05
Sweden,SE,Total raw cow's milk delivered to dairies,2008,July,248.96
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2008,August,1.99
Sweden,SE,Total raw cow's milk delivered to dairies,2008,August,244.61
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2008,September,2.05
Sweden,SE,Total raw cow's milk delivered to dairies,2008,September,234.37
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2008,October,2.49
Sweden,SE,Total raw cow's milk delivered to dairies,2008,October,239.12
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2008,November,2.31
Sweden,SE,Total raw cow's milk delivered to dairies,2008,November,235.01
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2008,December,2.25
Sweden,SE,Total raw cow's milk delivered to dairies,2008,December,252.56
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2007,January,3.20
Sweden,SE,Total raw cow's milk delivered to dairies,2007,January,265.69
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2007,February,2.46
Sweden,SE,Total raw cow's milk delivered to dairies,2007,February,243.30
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2007,March,2.56
Sweden,SE,Total raw cow's milk delivered to dairies,2007,March,271.81
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2007,April,2.30
Sweden,SE,Total raw cow's milk delivered to dairies,2007,April,264.56
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2007,May,2.33
Sweden,SE,Total raw cow's milk delivered to dairies,2007,May,270.50
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2007,June,1.68
Sweden,SE,Total raw cow's milk delivered to dairies,2007,June,249.44
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2007,July,1.96
Sweden,SE,Total raw cow's milk delivered to dairies,2007,July,248.23
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2007,August,1.90
Sweden,SE,Total raw cow's milk delivered to dairies,2007,August,240.44
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2007,September,1.84
Sweden,SE,Total raw cow's milk delivered to dairies,2007,September,228.69
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2007,October,2.18
Sweden,SE,Total raw cow's milk delivered to dairies,2007,October,232.48
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2007,November,2.60
Sweden,SE,Total raw cow's milk delivered to dairies,2007,November,227.68
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2007,December,2.23
Sweden,SE,Total raw cow's milk delivered to dairies,2007,December,243.04
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2006,January,3.08
Sweden,SE,Total raw cow's milk delivered to dairies,2006,January,268.16
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2006,February,2.68
Sweden,SE,Total raw cow's milk delivered to dairies,2006,February,247.61
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2006,March,2.68
Sweden,SE,Total raw cow's milk delivered to dairies,2006,March,276.68
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2006,April,2.60
Sweden,SE,Total raw cow's milk delivered to dairies,2006,April,272.84
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2006,May,2.59
Sweden,SE,Total raw cow's milk delivered to dairies,2006,May,281.49
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2006,June,2.22
Sweden,SE,Total raw cow's milk delivered to dairies,2006,June,266.70
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2006,July,2.14
Sweden,SE,Total raw cow's milk delivered to dairies,2006,July,262.82
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2006,August,2.35
Sweden,SE,Total raw cow's milk delivered to dairies,2006,August,257.98
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2006,September,2.21
Sweden,SE,Total raw cow's milk delivered to dairies,2006,September,246.91
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2006,October,2.60
Sweden,SE,Total raw cow's milk delivered to dairies,2006,October,248.91
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2006,November,2.63
Sweden,SE,Total raw cow's milk delivered to dairies,2006,November,242.18
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2006,December,2.18
Sweden,SE,Total raw cow's milk delivered to dairies,2006,December,257.99
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2005,January,3.50
Sweden,SE,Total raw cow's milk delivered to dairies,2005,January,271.30
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2005,February,3.20
Sweden,SE,Total raw cow's milk delivered to dairies,2005,February,250.50
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2005,March,3.10
Sweden,SE,Total raw cow's milk delivered to dairies,2005,March,280.00
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2005,April,3.40
Sweden,SE,Total raw cow's milk delivered to dairies,2005,April,277.90
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2005,May,3.20
Sweden,SE,Total raw cow's milk delivered to dairies,2005,May,286.10
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2005,June,2.40
Sweden,SE,Total raw cow's milk delivered to dairies,2005,June,267.10
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2005,July,2.30
Sweden,SE,Total raw cow's milk delivered to dairies,2005,July,264.60
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2005,August,2.20
Sweden,SE,Total raw cow's milk delivered to dairies,2005,August,260.50
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2005,September,2.50
Sweden,SE,Total raw cow's milk delivered to dairies,2005,September,248.30
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2005,October,2.70
Sweden,SE,Total raw cow's milk delivered to dairies,2005,October,251.00
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2005,November,2.90
Sweden,SE,Total raw cow's milk delivered to dairies,2005,November,245.40
Sweden,SE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2005,December,2.10
Sweden,SE,Total raw cow's milk delivered to dairies,2005,December,260.10
