Member State,Member State Code,Category,Year,Month,Thousand tonnes
Germany,DE,Total raw cow's milk delivered to dairies,2001,June,"2,352.53"
Germany,DE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2001,July,35.45
Germany,DE,Total raw cow's milk delivered to dairies,2001,July,"2,349.03"
Germany,DE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2001,August,31.32
Germany,DE,Total raw cow's milk delivered to dairies,2001,August,"2,257.51"
Germany,DE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2001,September,27.88
Germany,DE,Total raw cow's milk delivered to dairies,2001,September,"2,137.19"
Germany,DE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2001,October,30.90
Germany,DE,Total raw cow's milk delivered to dairies,2001,October,"2,162.27"
Germany,DE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2001,November,30.98
Germany,DE,Total raw cow's milk delivered to dairies,2001,November,"2,073.62"
Germany,DE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2001,December,37.17
Germany,DE,Total raw cow's milk delivered to dairies,2001,December,"2,178.50"
Germany,DE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2000,January,41.01
Germany,DE,Total raw cow's milk delivered to dairies,2000,January,"2,258.39"
Germany,DE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2000,February,36.95
Germany,DE,Total raw cow's milk delivered to dairies,2000,February,"2,136.51"
Germany,DE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2000,March,37.96
Germany,DE,Total raw cow's milk delivered to dairies,2000,March,"2,274.94"
Germany,DE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2000,April,36.73
Germany,DE,Total raw cow's milk delivered to dairies,2000,April,"2,303.43"
Germany,DE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2000,May,39.47
Germany,DE,Total raw cow's milk delivered to dairies,2000,May,"2,428.18"
Germany,DE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2000,June,34.86
Germany,DE,Total raw cow's milk delivered to dairies,2000,June,"2,316.45"
Germany,DE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2000,July,35.74
Germany,DE,Total raw cow's milk delivered to dairies,2000,July,"2,338.96"
Germany,DE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2000,August,34.07
Germany,DE,Total raw cow's milk delivered to dairies,2000,August,"2,251.36"
Germany,DE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2000,September,29.98
Germany,DE,Total raw cow's milk delivered to dairies,2000,September,"2,152.25"
Germany,DE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2000,October,32.52
Germany,DE,Total raw cow's milk delivered to dairies,2000,October,"2,192.02"
Germany,DE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2000,November,30.50
Germany,DE,Total raw cow's milk delivered to dairies,2000,November,"2,102.23"
Germany,DE,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2000,December,35.11
Germany,DE,Total raw cow's milk delivered to dairies,2000,December,"2,229.59"
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2022,January,6.40
Denmark,DK,Total raw cow's milk delivered to dairies,2022,January,477.29
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2022,February,9.40
Denmark,DK,Total raw cow's milk delivered to dairies,2022,February,438.15
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2022,March,6.60
Denmark,DK,Total raw cow's milk delivered to dairies,2022,March,485.66
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2022,April,8.00
Denmark,DK,Total raw cow's milk delivered to dairies,2022,April,469.20
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2022,May,9.90
Denmark,DK,Total raw cow's milk delivered to dairies,2022,May,489.94
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2022,June,7.90
Denmark,DK,Total raw cow's milk delivered to dairies,2022,June,477.21
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2022,July,6.00
Denmark,DK,Total raw cow's milk delivered to dairies,2022,July,491.13
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2022,August,7.50
Denmark,DK,Total raw cow's milk delivered to dairies,2022,August,481.27
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2022,September,4.50
Denmark,DK,Total raw cow's milk delivered to dairies,2022,September,455.73
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2021,January,7.00
Denmark,DK,Total raw cow's milk delivered to dairies,2021,January,476.72
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2021,February,5.50
Denmark,DK,Total raw cow's milk delivered to dairies,2021,February,429.27
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2021,March,6.50
Denmark,DK,Total raw cow's milk delivered to dairies,2021,March,482.23
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2021,April,8.40
Denmark,DK,Total raw cow's milk delivered to dairies,2021,April,472.87
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2021,May,10.10
Denmark,DK,Total raw cow's milk delivered to dairies,2021,May,492.66
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2021,June,7.60
Denmark,DK,Total raw cow's milk delivered to dairies,2021,June,476.90
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2021,July,7.00
Denmark,DK,Total raw cow's milk delivered to dairies,2021,July,492.63
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2021,August,7.40
Denmark,DK,Total raw cow's milk delivered to dairies,2021,August,488.23
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2021,September,5.50
Denmark,DK,Total raw cow's milk delivered to dairies,2021,September,458.60
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2021,October,5.00
Denmark,DK,Total raw cow's milk delivered to dairies,2021,October,463.09
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2021,November,5.50
Denmark,DK,Total raw cow's milk delivered to dairies,2021,November,445.59
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2021,December,6.00
Denmark,DK,Total raw cow's milk delivered to dairies,2021,December,465.06
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2020,January,7.10
Denmark,DK,Total raw cow's milk delivered to dairies,2020,January,478.76
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2020,February,6.10
Denmark,DK,Total raw cow's milk delivered to dairies,2020,February,451.78
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2020,March,5.10
Denmark,DK,Total raw cow's milk delivered to dairies,2020,March,481.59
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2020,April,6.40
Denmark,DK,Total raw cow's milk delivered to dairies,2020,April,470.74
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2020,May,6.30
Denmark,DK,Total raw cow's milk delivered to dairies,2020,May,491.79
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2020,June,5.80
Denmark,DK,Total raw cow's milk delivered to dairies,2020,June,474.84
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2020,July,7.20
Denmark,DK,Total raw cow's milk delivered to dairies,2020,July,492.18
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2020,August,6.90
Denmark,DK,Total raw cow's milk delivered to dairies,2020,August,480.91
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2020,September,5.00
Denmark,DK,Total raw cow's milk delivered to dairies,2020,September,460.26
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2020,October,5.00
Denmark,DK,Total raw cow's milk delivered to dairies,2020,October,463.77
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2020,November,5.70
Denmark,DK,Total raw cow's milk delivered to dairies,2020,November,446.55
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2020,December,6.10
Denmark,DK,Total raw cow's milk delivered to dairies,2020,December,473.33
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2019,January,6.70
Denmark,DK,Total raw cow's milk delivered to dairies,2019,January,479.99
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2019,February,5.60
Denmark,DK,Total raw cow's milk delivered to dairies,2019,February,437.67
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2019,March,6.30
Denmark,DK,Total raw cow's milk delivered to dairies,2019,March,485.32
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2019,April,8.30
Denmark,DK,Total raw cow's milk delivered to dairies,2019,April,472.88
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2019,May,8.90
Denmark,DK,Total raw cow's milk delivered to dairies,2019,May,491.23
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2019,June,7.20
Denmark,DK,Total raw cow's milk delivered to dairies,2019,June,473.85
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2019,July,5.70
Denmark,DK,Total raw cow's milk delivered to dairies,2019,July,486.40
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2019,August,5.60
Denmark,DK,Total raw cow's milk delivered to dairies,2019,August,476.75
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2019,September,6.00
Denmark,DK,Total raw cow's milk delivered to dairies,2019,September,450.80
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2019,October,4.70
Denmark,DK,Total raw cow's milk delivered to dairies,2019,October,454.80
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2019,November,4.40
Denmark,DK,Total raw cow's milk delivered to dairies,2019,November,439.40
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2019,December,5.30
Denmark,DK,Total raw cow's milk delivered to dairies,2019,December,465.60
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2018,January,8.80
Denmark,DK,Total raw cow's milk delivered to dairies,2018,January,471.89
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2018,February,7.30
Denmark,DK,Total raw cow's milk delivered to dairies,2018,February,428.14
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2018,March,5.30
Denmark,DK,Total raw cow's milk delivered to dairies,2018,March,470.71
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2018,April,5.70
Denmark,DK,Total raw cow's milk delivered to dairies,2018,April,466.04
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2018,May,6.40
Denmark,DK,Total raw cow's milk delivered to dairies,2018,May,494.63
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2018,June,7.30
Denmark,DK,Total raw cow's milk delivered to dairies,2018,June,481.44
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2018,July,5.60
Denmark,DK,Total raw cow's milk delivered to dairies,2018,July,491.22
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2018,August,5.70
Denmark,DK,Total raw cow's milk delivered to dairies,2018,August,480.75
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2018,September,5.50
Denmark,DK,Total raw cow's milk delivered to dairies,2018,September,455.18
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2018,October,5.30
Denmark,DK,Total raw cow's milk delivered to dairies,2018,October,460.51
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2018,November,5.10
Denmark,DK,Total raw cow's milk delivered to dairies,2018,November,445.60
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2018,December,6.00
Denmark,DK,Total raw cow's milk delivered to dairies,2018,December,469.10
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2017,January,6.90
Denmark,DK,Total raw cow's milk delivered to dairies,2017,January,454.34
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2017,February,4.20
Denmark,DK,Total raw cow's milk delivered to dairies,2017,February,417.33
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2017,March,4.80
Denmark,DK,Total raw cow's milk delivered to dairies,2017,March,466.48
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2017,April,5.90
Denmark,DK,Total raw cow's milk delivered to dairies,2017,April,456.07
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2017,May,5.70
Denmark,DK,Total raw cow's milk delivered to dairies,2017,May,482.05
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2017,June,4.30
Denmark,DK,Total raw cow's milk delivered to dairies,2017,June,469.33
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2017,July,4.30
Denmark,DK,Total raw cow's milk delivered to dairies,2017,July,478.02
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2017,August,3.40
Denmark,DK,Total raw cow's milk delivered to dairies,2017,August,471.29
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2017,September,3.90
Denmark,DK,Total raw cow's milk delivered to dairies,2017,September,447.07
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2017,October,4.00
Denmark,DK,Total raw cow's milk delivered to dairies,2017,October,453.41
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2017,November,4.20
Denmark,DK,Total raw cow's milk delivered to dairies,2017,November,438.39
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2017,December,5.40
Denmark,DK,Total raw cow's milk delivered to dairies,2017,December,460.40
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2016,January,4.70
Denmark,DK,Total raw cow's milk delivered to dairies,2016,January,455.00
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2016,February,4.50
Denmark,DK,Total raw cow's milk delivered to dairies,2016,February,432.00
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2016,March,5.40
Denmark,DK,Total raw cow's milk delivered to dairies,2016,March,464.82
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2016,April,4.90
Denmark,DK,Total raw cow's milk delivered to dairies,2016,April,453.99
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2016,May,5.50
Denmark,DK,Total raw cow's milk delivered to dairies,2016,May,475.71
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2016,June,4.80
Denmark,DK,Total raw cow's milk delivered to dairies,2016,June,459.39
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2016,July,5.50
Denmark,DK,Total raw cow's milk delivered to dairies,2016,July,467.00
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2016,August,4.40
Denmark,DK,Total raw cow's milk delivered to dairies,2016,August,458.00
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2016,September,4.20
Denmark,DK,Total raw cow's milk delivered to dairies,2016,September,427.36
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2016,October,3.80
Denmark,DK,Total raw cow's milk delivered to dairies,2016,October,428.88
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2016,November,4.20
Denmark,DK,Total raw cow's milk delivered to dairies,2016,November,412.69
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2016,December,4.40
Denmark,DK,Total raw cow's milk delivered to dairies,2016,December,441.45
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2015,January,4.00
Denmark,DK,Total raw cow's milk delivered to dairies,2015,January,424.20
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2015,February,3.20
Denmark,DK,Total raw cow's milk delivered to dairies,2015,February,385.80
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2015,March,3.70
Denmark,DK,Total raw cow's milk delivered to dairies,2015,March,431.90
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2015,April,3.90
Denmark,DK,Total raw cow's milk delivered to dairies,2015,April,434.10
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2015,May,3.80
Denmark,DK,Total raw cow's milk delivered to dairies,2015,May,460.60
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2015,June,3.70
Denmark,DK,Total raw cow's milk delivered to dairies,2015,June,453.40
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2015,July,3.60
Denmark,DK,Total raw cow's milk delivered to dairies,2015,July,469.30
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2015,August,2.90
Denmark,DK,Total raw cow's milk delivered to dairies,2015,August,462.30
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2015,September,3.30
Denmark,DK,Total raw cow's milk delivered to dairies,2015,September,435.70
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2015,October,3.80
Denmark,DK,Total raw cow's milk delivered to dairies,2015,October,440.80
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2015,November,3.80
Denmark,DK,Total raw cow's milk delivered to dairies,2015,November,427.80
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2015,December,4.50
Denmark,DK,Total raw cow's milk delivered to dairies,2015,December,451.70
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2014,January,4.70
Denmark,DK,Total raw cow's milk delivered to dairies,2014,January,432.60
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2014,February,2.80
Denmark,DK,Total raw cow's milk delivered to dairies,2014,February,391.60
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2014,March,3.50
Denmark,DK,Total raw cow's milk delivered to dairies,2014,March,437.50
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2014,April,3.70
Denmark,DK,Total raw cow's milk delivered to dairies,2014,April,435.00
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2014,May,4.20
Denmark,DK,Total raw cow's milk delivered to dairies,2014,May,457.10
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2014,June,3.60
Denmark,DK,Total raw cow's milk delivered to dairies,2014,June,441.00
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2014,July,3.30
Denmark,DK,Total raw cow's milk delivered to dairies,2014,July,447.20
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2014,August,3.30
Denmark,DK,Total raw cow's milk delivered to dairies,2014,August,440.00
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2014,September,2.60
Denmark,DK,Total raw cow's milk delivered to dairies,2014,September,410.00
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2014,October,3.10
Denmark,DK,Total raw cow's milk delivered to dairies,2014,October,411.00
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2014,November,3.30
Denmark,DK,Total raw cow's milk delivered to dairies,2014,November,395.30
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2014,December,4.80
Denmark,DK,Total raw cow's milk delivered to dairies,2014,December,414.30
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2013,January,3.90
Denmark,DK,Total raw cow's milk delivered to dairies,2013,January,415.10
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2013,February,3.70
Denmark,DK,Total raw cow's milk delivered to dairies,2013,February,379.30
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2013,March,3.90
Denmark,DK,Total raw cow's milk delivered to dairies,2013,March,419.20
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2013,April,3.30
Denmark,DK,Total raw cow's milk delivered to dairies,2013,April,416.40
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2013,May,4.10
Denmark,DK,Total raw cow's milk delivered to dairies,2013,May,444.30
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2013,June,4.00
Denmark,DK,Total raw cow's milk delivered to dairies,2013,June,430.80
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2013,July,4.10
Denmark,DK,Total raw cow's milk delivered to dairies,2013,July,440.40
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2013,August,2.80
Denmark,DK,Total raw cow's milk delivered to dairies,2013,August,433.80
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2013,September,2.80
Denmark,DK,Total raw cow's milk delivered to dairies,2013,September,407.50
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2013,October,3.10
Denmark,DK,Total raw cow's milk delivered to dairies,2013,October,413.90
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2013,November,3.00
Denmark,DK,Total raw cow's milk delivered to dairies,2013,November,400.60
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2013,December,4.10
Denmark,DK,Total raw cow's milk delivered to dairies,2013,December,424.10
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2012,January,3.50
Denmark,DK,Total raw cow's milk delivered to dairies,2012,January,415.60
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2012,February,3.80
Denmark,DK,Total raw cow's milk delivered to dairies,2012,February,388.60
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2012,March,2.80
Denmark,DK,Total raw cow's milk delivered to dairies,2012,March,411.20
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2012,April,3.20
Denmark,DK,Total raw cow's milk delivered to dairies,2012,April,414.60
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2012,May,3.60
Denmark,DK,Total raw cow's milk delivered to dairies,2012,May,437.20
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2012,June,3.40
Denmark,DK,Total raw cow's milk delivered to dairies,2012,June,424.80
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2012,July,2.90
Denmark,DK,Total raw cow's milk delivered to dairies,2012,July,432.20
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2012,August,3.10
Denmark,DK,Total raw cow's milk delivered to dairies,2012,August,420.90
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2012,September,2.60
Denmark,DK,Total raw cow's milk delivered to dairies,2012,September,391.60
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2012,October,2.90
Denmark,DK,Total raw cow's milk delivered to dairies,2012,October,394.60
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2012,November,3.30
Denmark,DK,Total raw cow's milk delivered to dairies,2012,November,382.60
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2012,December,3.40
Denmark,DK,Total raw cow's milk delivered to dairies,2012,December,401.80
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2011,January,3.20
Denmark,DK,Total raw cow's milk delivered to dairies,2011,January,399.60
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2011,February,2.50
Denmark,DK,Total raw cow's milk delivered to dairies,2011,February,365.80
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2011,March,3.30
Denmark,DK,Total raw cow's milk delivered to dairies,2011,March,395.10
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2011,April,3.20
Denmark,DK,Total raw cow's milk delivered to dairies,2011,April,404.70
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2011,May,4.50
Denmark,DK,Total raw cow's milk delivered to dairies,2011,May,426.00
Denmark,DK,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",2011,June,3.00
