,Year,State,Month,country_codes,Member State Code,Butter Price ,Butter Thousand tonnes
0,2000,Belgium,12,BEL,BE,326.1,12.74
1,2000,Denmark,12,DNK,DK,376.7,3.9
2,2000,Germany,12,DEU,DE,352.79,35.11
3,2000,Ireland,12,IRL,IE,292.04,3.3
4,2000,Greece,12,GRC,EL,460.16,0.06
5,2000,Spain,12,ESP,ES,312.03,2.98
6,2000,France,12,FRA,FR,327.0,38.76
7,2000,Austria,12,AUT,AT,348.1,3.0
8,2000,Belgium,12,BEL,BE,327.22,12.74
9,2000,Denmark,12,DNK,DK,376.77,3.9
10,2000,Germany,12,DEU,DE,352.79,35.11
11,2000,Ireland,12,IRL,IE,292.04,3.3
12,2000,Greece,12,GRC,EL,460.16,0.06
13,2000,Spain,12,ESP,ES,312.03,2.98
14,2000,France,12,FRA,FR,327.0,38.76
15,2000,Netherlands,12,NLD,NL,324.45,11.49
16,2000,Austria,12,AUT,AT,348.1,3.0
17,2000,Belgium,11,BEL,BE,327.22,14.33
18,2000,Denmark,11,DNK,DK,376.96,3.0
19,2000,Germany,11,DEU,DE,352.79,30.5
20,2000,Ireland,11,IRL,IE,292.04,5.0
21,2000,Greece,11,GRC,EL,456.97,0.09
22,2000,Spain,11,ESP,ES,318.73,3.09
23,2000,France,11,FRA,FR,327.0,34.48
24,2000,Netherlands,11,NLD,NL,331.26,9.73
25,2000,Belgium,4,BEL,BE,327.96,6.19
26,2000,Denmark,4,DNK,DK,376.94,4.6
27,2000,Germany,4,DEU,DE,352.79,36.73
28,2000,Ireland,4,IRL,IE,292.04,16.0
29,2000,Greece,4,GRC,EL,457.12,0.07
30,2000,France,4,FRA,FR,328.53,42.48
31,2000,Austria,4,AUT,AT,348.1,3.0
32,2000,Sweden,4,SWE,SE,385.41,4.5
33,2000,Belgium,11,BEL,BE,328.83,14.33
34,2000,Denmark,11,DNK,DK,376.77,3.0
35,2000,Germany,11,DEU,DE,352.79,30.5
36,2000,Ireland,11,IRL,IE,292.04,5.0
37,2000,Greece,11,GRC,EL,457.36,0.09
38,2000,Spain,11,ESP,ES,316.73,3.09
39,2000,France,11,FRA,FR,328.53,34.48
40,2000,Netherlands,11,NLD,NL,331.26,9.73
41,2000,Austria,11,AUT,AT,348.1,3.0
42,2000,Belgium,11,BEL,BE,327.47,14.33
43,2000,Denmark,11,DNK,DK,376.67,3.0
44,2000,Germany,11,DEU,DE,352.79,30.5
45,2000,Ireland,11,IRL,IE,304.74,5.0
46,2000,Greece,11,GRC,EL,457.64,0.09
47,2000,Spain,11,ESP,ES,316.73,3.09
48,2000,France,11,FRA,FR,328.53,34.48
49,2000,Netherlands,11,NLD,NL,331.26,9.73
50,2000,Austria,11,AUT,AT,348.1,3.0
51,2000,Belgium,11,BEL,BE,328.71,14.33
52,2000,Denmark,11,DNK,DK,376.76,3.0
53,2000,Germany,11,DEU,DE,352.79,30.5
54,2000,Ireland,11,IRL,IE,304.74,5.0
55,2000,Greece,11,GRC,EL,457.75,0.09
56,2000,Spain,11,ESP,ES,316.73,3.09
57,2000,France,11,FRA,FR,329.29,34.48
58,2000,Netherlands,11,NLD,NL,335.8,9.73
59,2000,Austria,11,AUT,AT,348.1,3.0
60,2000,Belgium,6,BEL,BE,328.83,11.35
61,2000,Denmark,6,DNK,DK,377.03,2.9
62,2000,Germany,6,DEU,DE,352.79,34.86
63,2000,Ireland,6,IRL,IE,304.74,19.4
64,2000,Greece,6,GRC,EL,457.94,0.05
65,2000,Spain,6,ESP,ES,315.73,2.42
66,2000,France,6,FRA,FR,330.05,37.28
67,2000,Netherlands,6,NLD,NL,335.8,11.43
68,2000,Austria,6,AUT,AT,348.1,3.0
69,2000,Belgium,10,BEL,BE,328.21,15.04
70,2000,Denmark,10,DNK,DK,377.45,3.4
71,2000,Germany,10,DEU,DE,355.35,32.52
72,2000,Ireland,10,IRL,IE,304.74,11.8
73,2000,Greece,10,GRC,EL,458.36,0.07
74,2000,Spain,10,ESP,ES,318.76,2.8
75,2000,France,10,FRA,FR,330.05,32.81
76,2000,Netherlands,10,NLD,NL,335.8,8.45
77,2000,Austria,10,AUT,AT,348.1,3.0
78,2000,Belgium,10,BEL,BE,329.2,15.04
79,2000,Germany,10,DEU,DE,355.35,32.52
80,2000,Ireland,10,IRL,IE,304.74,11.8
81,2000,Greece,10,GRC,EL,458.58,0.07
82,2000,Spain,10,ESP,ES,311.02,2.8
83,2000,France,10,FRA,FR,330.05,32.81
84,2000,Netherlands,10,NLD,NL,335.8,8.45
85,2000,Austria,10,AUT,AT,348.1,3.0
86,2000,Sweden,10,SWE,SE,391.61,3.0
87,2000,Belgium,10,BEL,BE,329.33,15.04
88,2000,Denmark,10,DNK,DK,377.44,3.4
89,2000,Germany,10,DEU,DE,355.35,32.52
90,2000,Ireland,10,IRL,IE,304.74,11.8
91,2000,Greece,10,GRC,EL,458.72,0.07
92,2000,France,10,FRA,FR,330.81,32.81
93,2000,Netherlands,10,NLD,NL,335.8,8.45
94,2000,Austria,10,AUT,AT,348.1,3.0
95,2000,Sweden,10,SWE,SE,390.09,3.0
96,2000,Belgium,9,BEL,BE,329.33,4.51
97,2000,Denmark,9,DNK,DK,377.18,3.5
98,2000,Germany,9,DEU,DE,355.35,29.98
99,2000,Ireland,9,IRL,IE,304.74,13.7
100,2000,Greece,9,GRC,EL,458.73,0.06
101,2000,Spain,9,ESP,ES,315.53,2.36
102,2000,France,9,FRA,FR,330.81,29.57
103,2000,Netherlands,9,NLD,NL,335.8,7.17
104,2000,Austria,9,AUT,AT,348.1,3.0
105,2000,Belgium,2,BEL,BE,328.95,6.32
106,2000,Denmark,2,DNK,DK,376.98,3.9
107,2000,Germany,2,DEU,DE,355.35,36.95
108,2000,Ireland,2,IRL,IE,304.74,5.5
109,2000,Greece,2,GRC,EL,458.84,0.05
110,2000,Spain,2,ESP,ES,309.52,3.82
111,2000,France,2,FRA,FR,328.53,41.71
112,2000,Netherlands,2,NLD,NL,335.8,11.38
113,2000,Austria,2,AUT,AT,348.1,3.0
114,2000,Belgium,9,BEL,BE,326.85,4.51
115,2000,Denmark,9,DNK,DK,376.58,3.5
116,2000,Germany,9,DEU,DE,355.35,29.98
117,2000,Ireland,9,IRL,IE,304.74,13.7
118,2000,Greece,9,GRC,EL,458.92,0.06
119,2000,Spain,9,ESP,ES,312.53,2.36
120,2000,France,9,FRA,FR,328.53,29.57
121,2000,Netherlands,9,NLD,NL,335.8,7.17
122,2000,Austria,9,AUT,AT,348.1,3.0
123,2000,Belgium,9,BEL,BE,326.35,4.51
124,2000,Denmark,9,DNK,DK,376.39,3.5
125,2000,Germany,9,DEU,DE,355.35,29.98
126,2000,Ireland,9,IRL,IE,292.04,13.7
127,2000,Greece,9,GRC,EL,459.38,0.06
128,2000,Spain,9,ESP,ES,312.53,2.36
129,2000,France,9,FRA,FR,328.53,29.57
130,2000,Netherlands,9,NLD,NL,335.8,7.17
131,2000,Austria,9,AUT,AT,345.92,3.0
132,2000,Belgium,11,BEL,BE,325.36,14.33
133,2000,Denmark,11,DNK,DK,376.53,3.0
134,2000,Germany,11,DEU,DE,355.35,30.5
135,2000,Ireland,11,IRL,IE,292.04,5.0
136,2000,Greece,11,GRC,EL,460.19,0.09
137,2000,France,11,FRA,FR,327.46,34.48
138,2000,Italy,11,ITA,IT,264.32,10.45
139,2000,Netherlands,11,NLD,NL,335.8,9.73
140,2000,Austria,11,AUT,AT,342.29,3.0
141,2000,Sweden,11,SWE,SE,396.37,3.1
142,2000,Belgium,4,BEL,BE,325.36,6.19
143,2000,Denmark,4,DNK,DK,376.72,4.6
144,2000,Germany,4,DEU,DE,355.35,36.73
145,2000,Ireland,4,IRL,IE,292.04,16.0
146,2000,Greece,4,GRC,EL,460.92,0.07
147,2000,Spain,4,ESP,ES,311.02,4.16
148,2000,France,4,FRA,FR,325.48,42.48
149,2000,Italy,4,ITA,IT,264.32,11.48
150,2000,Netherlands,4,NLD,NL,331.26,12.34
151,2000,Austria,4,AUT,AT,342.29,3.0
152,2000,Sweden,4,SWE,SE,396.79,4.5
153,2000,Belgium,8,BEL,BE,324.0,6.72
154,2000,Denmark,8,DNK,DK,376.83,3.5
155,2000,Germany,8,DEU,DE,350.23,34.07
156,2000,Ireland,8,IRL,IE,292.04,16.4
157,2000,Greece,8,GRC,EL,461.25,0.05
158,2000,Spain,8,ESP,ES,312.53,2.87
159,2000,France,8,FRA,FR,324.72,30.27
160,2000,Italy,8,ITA,IT,256.58,10.47
161,2000,Netherlands,8,NLD,NL,331.26,8.4
162,2000,Austria,8,AUT,AT,342.29,3.0
163,2000,Sweden,8,SWE,SE,326.97,2.7
164,2000,Belgium,8,BEL,BE,323.75,6.72
165,2000,Denmark,8,DNK,DK,376.81,3.5
166,2000,Germany,8,DEU,DE,350.23,34.07
167,2000,Ireland,8,IRL,IE,292.04,16.4
168,2000,Greece,8,GRC,EL,461.5,0.05
169,2000,Spain,8,ESP,ES,312.53,2.87
170,2000,France,8,FRA,FR,324.72,30.27
171,2000,Netherlands,8,NLD,NL,331.26,8.4
172,2000,Austria,8,AUT,AT,342.29,3.0
173,2000,Sweden,8,SWE,SE,328.02,2.7
174,2000,Belgium,8,BEL,BE,323.75,6.72
175,2000,Denmark,8,DNK,DK,376.71,3.5
176,2000,Germany,8,DEU,DE,350.23,34.07
177,2000,Ireland,8,IRL,IE,292.04,16.4
178,2000,Greece,8,GRC,EL,449.39,0.05
179,2000,Spain,8,ESP,ES,288.49,2.87
180,2000,France,8,FRA,FR,322.43,30.27
181,2000,Netherlands,8,NLD,NL,326.72,8.4
182,2000,Belgium,7,BEL,BE,321.27,10.43
183,2000,Denmark,7,DNK,DK,376.78,3.3
184,2000,Germany,7,DEU,DE,350.23,35.74
185,2000,Ireland,7,IRL,IE,292.04,17.7
186,2000,Greece,7,GRC,EL,449.46,0.05
187,2000,Spain,7,ESP,ES,299.0,2.58
188,2000,France,7,FRA,FR,320.91,33.21
189,2000,Netherlands,7,NLD,NL,326.72,10.64
190,2000,Sweden,7,SWE,SE,328.76,3.3
191,2000,Belgium,7,BEL,BE,321.27,10.43
192,2000,Denmark,7,DNK,DK,376.84,3.3
193,2000,Germany,7,DEU,DE,350.23,35.74
194,2000,Ireland,7,IRL,IE,292.04,17.7
195,2000,Greece,7,GRC,EL,449.28,0.05
196,2000,Spain,7,ESP,ES,299.28,2.58
197,2000,France,7,FRA,FR,320.14,33.21
198,2000,Netherlands,7,NLD,NL,324.45,10.64
199,2000,Austria,7,AUT,AT,335.75,3.0
200,2000,Sweden,7,SWE,SE,325.2,3.3
201,2000,Belgium,7,BEL,BE,320.65,10.43
202,2000,Denmark,7,DNK,DK,376.91,3.3
203,2000,Germany,7,DEU,DE,342.57,35.74
204,2000,Ireland,7,IRL,IE,292.04,17.7
205,2000,Greece,7,GRC,EL,449.38,0.05
206,2000,Spain,7,ESP,ES,299.28,2.58
207,2000,France,7,FRA,FR,320.14,33.21
208,2000,Netherlands,7,NLD,NL,324.45,10.64
209,2000,Austria,7,AUT,AT,335.75,3.0
210,2000,Sweden,7,SWE,SE,326.94,3.3
211,2000,Belgium,7,BEL,BE,319.78,10.43
212,2000,Denmark,7,DNK,DK,376.84,3.3
213,2000,Germany,7,DEU,DE,341.54,35.74
214,2000,Ireland,7,IRL,IE,292.04,17.7
215,2000,Greece,7,GRC,EL,449.96,0.05
216,2000,France,7,FRA,FR,315.57,33.21
217,2000,Italy,7,ITA,IT,255.28,10.65
218,2000,Netherlands,7,NLD,NL,324.45,10.64
219,2000,Austria,7,AUT,AT,333.57,3.0
220,2000,Belgium,10,BEL,BE,320.4,15.04
221,2000,Denmark,10,DNK,DK,376.56,3.4
222,2000,Germany,10,DEU,DE,341.54,32.52
223,2000,Ireland,10,IRL,IE,292.04,11.8
224,2000,Greece,10,GRC,EL,449.9,0.07
225,2000,France,10,FRA,FR,311.76,32.81
226,2000,Italy,10,ITA,IT,255.28,10.23
227,2000,Netherlands,10,NLD,NL,322.18,8.45
228,2000,Austria,10,AUT,AT,327.39,3.0
229,2000,Belgium,3,BEL,BE,316.19,13.05
230,2000,Denmark,3,DNK,DK,376.56,4.3
231,2000,Ireland,3,IRL,IE,292.04,10.9
232,2000,Greece,3,GRC,EL,449.87,0.05
233,2000,Spain,3,ESP,ES,297.2,3.9
234,2000,France,3,FRA,FR,311.0,44.13
235,2000,Italy,3,ITA,IT,255.28,12.54
236,2000,Netherlands,3,NLD,NL,322.18,12.23
237,2000,Austria,3,AUT,AT,324.48,3.0
238,2000,Belgium,6,BEL,BE,314.95,11.35
239,2000,Denmark,6,DNK,DK,376.76,2.9
240,2000,Germany,6,DEU,DE,331.32,34.86
241,2000,Ireland,6,IRL,IE,292.04,19.4
242,2000,Greece,6,GRC,EL,450.01,0.05
243,2000,Spain,6,ESP,ES,288.49,2.42
244,2000,France,6,FRA,FR,304.9,37.28
245,2000,Italy,6,ITA,IT,251.41,10.48
246,2000,Netherlands,6,NLD,NL,317.65,11.43
247,2000,Belgium,6,BEL,BE,313.83,11.35
248,2000,Denmark,6,DNK,DK,376.79,2.9
249,2000,Germany,6,DEU,DE,326.2,34.86
250,2000,Ireland,6,IRL,IE,292.04,19.4
251,2000,Greece,6,GRC,EL,450.45,0.05
252,2000,Spain,6,ESP,ES,288.89,2.42
253,2000,France,6,FRA,FR,304.14,37.28
254,2000,Italy,6,ITA,IT,247.54,10.48
255,2000,Netherlands,6,NLD,NL,317.65,11.43
256,2000,Austria,6,AUT,AT,324.48,3.0
257,2000,Belgium,12,BEL,BE,313.59,12.74
258,2000,Germany,12,DEU,DE,326.2,35.11
259,2000,Ireland,12,IRL,IE,292.04,3.3
260,2000,Greece,12,GRC,EL,450.45,0.06
261,2000,Spain,12,ESP,ES,288.49,2.98
262,2000,France,12,FRA,FR,301.85,38.76
263,2000,Netherlands,12,NLD,NL,310.84,11.49
264,2000,Austria,12,AUT,AT,324.48,3.0
265,2000,Belgium,5,BEL,BE,309.99,13.44
266,2000,Germany,5,DEU,DE,322.11,39.47
267,2000,Ireland,5,IRL,IE,292.04,20.4
268,2000,Greece,5,GRC,EL,450.21,0.06
269,2000,Spain,5,ESP,ES,288.49,4.07
270,2000,France,5,FRA,FR,301.09,42.92
271,2000,Italy,5,ITA,IT,246.25,12.38
272,2000,Netherlands,5,NLD,NL,310.84,12.34
273,2000,Austria,5,AUT,AT,324.48,3.0
274,2000,Sweden,5,SWE,SE,329.45,3.9
275,2000,Belgium,5,BEL,BE,313.59,13.44
276,2000,Germany,5,DEU,DE,321.09,39.47
277,2000,Ireland,5,IRL,IE,292.04,20.4
278,2000,Greece,5,GRC,EL,449.8,0.06
279,2000,Spain,5,ESP,ES,290.51,4.07
280,2000,France,5,FRA,FR,298.8,42.92
281,2000,Netherlands,5,NLD,NL,310.84,12.34
282,2000,Austria,5,AUT,AT,324.48,3.0
283,2000,Sweden,5,SWE,SE,328.35,3.9
284,2000,Belgium,5,BEL,BE,307.64,13.44
285,2000,Germany,5,DEU,DE,321.09,39.47
286,2000,Ireland,5,IRL,IE,292.04,20.4
287,2000,Greece,5,GRC,EL,449.89,0.06
288,2000,Spain,5,ESP,ES,288.49,4.07
289,2000,France,5,FRA,FR,297.73,42.92
290,2000,Italy,5,ITA,IT,245.63,12.38
291,2000,Netherlands,5,NLD,NL,306.3,12.34
292,2000,Austria,5,AUT,AT,324.48,3.0
293,2000,Belgium,5,BEL,BE,304.66,13.44
294,2000,Germany,5,DEU,DE,321.09,39.47
295,2000,Ireland,5,IRL,IE,292.04,20.4
296,2000,Greece,5,GRC,EL,450.37,0.06
297,2000,Spain,5,ESP,ES,291.3,4.07
298,2000,France,5,FRA,FR,296.97,42.92
299,2000,Italy,5,ITA,IT,245.63,12.38
300,2000,Netherlands,5,NLD,NL,304.03,12.34
301,2000,Sweden,5,SWE,SE,346.83,3.9
302,2000,Belgium,8,BEL,BE,303.17,6.72
303,2000,Germany,8,DEU,DE,321.09,34.07
304,2000,Ireland,8,IRL,IE,292.04,16.4
305,2000,Spain,8,ESP,ES,295.38,2.87
306,2000,France,8,FRA,FR,295.14,30.27
307,2000,Netherlands,8,NLD,NL,304.03,8.4
308,2000,Austria,8,AUT,AT,324.48,3.0
309,2000,Sweden,8,SWE,SE,406.39,2.7
310,2000,Belgium,1,BEL,BE,302.06,7.06
311,2000,Germany,1,DEU,DE,321.09,41.01
312,2000,Ireland,1,IRL,IE,292.04,3.6
313,2000,Greece,1,GRC,EL,450.65,0.07
314,2000,Spain,1,ESP,ES,290.15,3.69
315,2000,France,1,FRA,FR,294.23,44.08
316,2000,Italy,1,ITA,IT,245.63,12.0
317,2000,Netherlands,1,NLD,NL,304.03,12.47
318,2000,Austria,1,AUT,AT,324.48,3.0
319,2000,Belgium,4,BEL,BE,298.71,6.19
320,2000,Germany,4,DEU,DE,321.09,36.73
321,2000,Ireland,4,IRL,IE,292.04,16.0
322,2000,Greece,4,GRC,EL,451.37,0.07
323,2000,Spain,4,ESP,ES,289.04,4.16
324,2000,France,4,FRA,FR,293.77,42.48
325,2000,Italy,4,ITA,IT,245.63,11.48
326,2000,Netherlands,4,NLD,NL,301.76,12.34
327,2000,Austria,4,AUT,AT,324.48,3.0
328,2000,Belgium,4,BEL,BE,295.98,6.19
329,2000,Germany,4,DEU,DE,321.09,36.73
330,2000,Ireland,4,IRL,IE,292.04,16.0
331,2000,Greece,4,GRC,EL,444.96,0.07
332,2000,Spain,4,ESP,ES,294.5,4.16
333,2000,France,4,FRA,FR,293.46,42.48
334,2000,Italy,4,ITA,IT,245.63,11.48
335,2000,Netherlands,4,NLD,NL,301.76,12.34
336,2000,Austria,4,AUT,AT,324.48,3.0
337,2000,Sweden,4,SWE,SE,331.85,4.5
338,2000,Belgium,10,BEL,BE,296.36,15.04
339,2000,Germany,10,DEU,DE,321.09,32.52
340,2000,Ireland,10,IRL,IE,292.04,11.8
341,2000,Greece,10,GRC,EL,445.51,0.07
342,2000,Spain,10,ESP,ES,288.49,2.8
343,2000,France,10,FRA,FR,293.46,32.81
344,2000,Netherlands,10,NLD,NL,299.49,8.45
345,2000,Austria,10,AUT,AT,324.48,3.0
346,2000,Belgium,3,BEL,BE,298.22,13.05
347,2000,Denmark,3,DNK,DK,377.3,4.3
348,2000,Germany,3,DEU,DE,321.09,37.96
349,2000,Ireland,3,IRL,IE,292.04,10.9
350,2000,Greece,3,GRC,EL,437.57,0.05
351,2000,Spain,3,ESP,ES,288.49,3.9
352,2000,France,3,FRA,FR,293.46,44.13
353,2000,Italy,3,ITA,IT,245.63,12.54
354,2000,Netherlands,3,NLD,NL,299.49,12.23
355,2000,Austria,3,AUT,AT,324.48,3.0
356,2000,Belgium,3,BEL,BE,494.18,13.05
357,2000,Denmark,3,DNK,DK,377.36,4.3
358,2000,Germany,3,DEU,DE,321.09,37.96
359,2000,Ireland,3,IRL,IE,292.04,10.9
360,2000,Greece,3,GRC,EL,438.04,0.05
361,2000,Spain,3,ESP,ES,288.49,3.9
362,2000,France,3,FRA,FR,293.46,44.13
363,2000,Italy,3,ITA,IT,245.63,12.54
364,2000,Netherlands,3,NLD,NL,299.49,12.23
365,2000,Austria,3,AUT,AT,324.48,3.0
366,2000,Sweden,3,SWE,SE,331.1,4.3
367,2000,Belgium,3,BEL,BE,295.86,13.05
368,2000,Denmark,3,DNK,DK,377.35,4.3
369,2000,Germany,3,DEU,DE,321.09,37.96
370,2000,Ireland,3,IRL,IE,292.04,10.9
371,2000,Greece,3,GRC,EL,438.62,0.05
372,2000,Spain,3,ESP,ES,290.15,3.9
373,2000,France,3,FRA,FR,293.46,44.13
374,2000,Italy,3,ITA,IT,246.25,12.54
375,2000,Netherlands,3,NLD,NL,299.49,12.23
376,2000,Austria,3,AUT,AT,324.48,3.0
377,2000,Belgium,3,BEL,BE,295.86,13.05
378,2000,Denmark,3,DNK,DK,377.29,4.3
379,2000,Germany,3,DEU,DE,321.09,37.96
380,2000,Ireland,3,IRL,IE,292.04,10.9
381,2000,Greece,3,GRC,EL,428.61,0.05
382,2000,Spain,3,ESP,ES,288.67,3.9
383,2000,France,3,FRA,FR,293.46,44.13
384,2000,Italy,3,ITA,IT,246.25,12.54
385,2000,Netherlands,3,NLD,NL,297.23,12.23
386,2000,Austria,3,AUT,AT,324.48,3.0
387,2000,Sweden,3,SWE,SE,346.99,4.3
388,2000,Belgium,6,BEL,BE,295.86,11.35
389,2000,Denmark,6,DNK,DK,377.28,2.9
390,2000,Germany,6,DEU,DE,321.09,34.86
391,2000,Ireland,6,IRL,IE,292.04,19.4
392,2000,Greece,6,GRC,EL,428.63,0.05
393,2000,Spain,6,ESP,ES,294.5,2.42
394,2000,France,6,FRA,FR,293.46,37.28
395,2000,Netherlands,6,NLD,NL,297.23,11.43
396,2000,Austria,6,AUT,AT,324.48,3.0
397,2000,Sweden,6,SWE,SE,325.51,3.0
398,2000,Belgium,2,BEL,BE,295.98,6.32
399,2000,Denmark,2,DNK,DK,377.3,3.9
400,2000,Germany,2,DEU,DE,323.65,36.95
401,2000,Ireland,2,IRL,IE,292.04,5.5
402,2000,Greece,2,GRC,EL,428.39,0.05
403,2000,Spain,2,ESP,ES,289.77,3.82
404,2000,France,2,FRA,FR,293.46,41.71
405,2000,Italy,2,ITA,IT,248.21,11.21
406,2000,Netherlands,2,NLD,NL,297.23,11.38
407,2000,Austria,2,AUT,AT,324.48,3.0
408,2000,Sweden,2,SWE,SE,352.86,4.0
409,2000,Belgium,2,BEL,BE,295.86,6.32
410,2000,Denmark,2,DNK,DK,377.32,3.9
411,2000,Germany,2,DEU,DE,323.65,36.95
412,2000,Ireland,2,IRL,IE,292.04,5.5
413,2000,Greece,2,GRC,EL,428.35,0.05
414,2000,Spain,2,ESP,ES,290.89,3.82
415,2000,France,2,FRA,FR,293.46,41.71
416,2000,Italy,2,ITA,IT,248.21,11.21
417,2000,Netherlands,2,NLD,NL,297.23,11.38
418,2000,Austria,2,AUT,AT,324.48,3.0
419,2000,Belgium,2,BEL,BE,298.55,6.32
420,2000,Denmark,2,DNK,DK,377.46,3.9
421,2000,Germany,2,DEU,DE,298.55,36.95
422,2000,Ireland,2,IRL,IE,298.56,5.5
423,2000,Greece,2,GRC,EL,422.64,0.05
424,2000,Spain,2,ESP,ES,298.55,3.82
425,2000,France,2,FRA,FR,294.27,41.71
426,2000,Italy,2,ITA,IT,248.25,11.21
427,2000,Netherlands,2,NLD,NL,298.56,11.38
428,2000,Austria,2,AUT,AT,298.56,3.0
429,2000,Sweden,2,SWE,SE,297.51,4.0
430,2000,Belgium,7,BEL,BE,296.6,10.43
431,2000,Denmark,7,DNK,DK,377.49,3.3
432,2000,Germany,7,DEU,DE,323.65,35.74
433,2000,Ireland,7,IRL,IE,293.31,17.7
434,2000,Greece,7,GRC,EL,432.7,0.05
435,2000,Spain,7,ESP,ES,290.91,2.58
436,2000,France,7,FRA,FR,295.14,33.21
437,2000,Italy,7,ITA,IT,248.21,10.65
438,2000,Netherlands,7,NLD,NL,297.23,10.64
439,2000,Austria,7,AUT,AT,324.48,3.0
440,2000,Belgium,1,BEL,BE,298.46,7.06
441,2000,Denmark,1,DNK,DK,377.54,5.1
442,2000,Germany,1,DEU,DE,323.65,41.01
443,2000,Ireland,1,IRL,IE,293.31,3.6
444,2000,Greece,1,GRC,EL,433.47,0.07
445,2000,Spain,1,ESP,ES,294.5,3.69
446,2000,France,1,FRA,FR,297.28,44.08
447,2000,Italy,1,ITA,IT,249.5,12.0
448,2000,Netherlands,1,NLD,NL,297.23,12.47
449,2000,Austria,1,AUT,AT,327.03,3.0
450,2000,Belgium,1,BEL,BE,302.55,7.06
451,2000,Denmark,1,DNK,DK,377.5,5.1
452,2000,Germany,1,DEU,DE,326.2,41.01
453,2000,Ireland,1,IRL,IE,293.31,3.6
454,2000,Greece,1,GRC,EL,429.47,0.07
455,2000,Spain,1,ESP,ES,294.5,3.69
456,2000,France,1,FRA,FR,299.56,44.08
457,2000,Italy,1,ITA,IT,252.08,12.0
458,2000,Netherlands,1,NLD,NL,299.49,12.47
459,2000,Austria,1,AUT,AT,327.03,3.0
460,2000,Belgium,1,BEL,BE,304.7,7.06
461,2000,Denmark,1,DNK,DK,377.53,5.1
462,2000,Germany,1,DEU,DE,326.24,41.01
463,2000,Ireland,1,IRL,IE,293.35,3.6
464,2000,Greece,1,GRC,EL,292.01,0.07
465,2000,Spain,1,ESP,ES,300.66,3.69
466,2000,France,1,FRA,FR,301.13,44.08
467,2000,Netherlands,1,NLD,NL,300.66,12.47
468,2000,Austria,1,AUT,AT,327.07,3.0
469,2000,Belgium,10,BEL,BE,307.39,15.04
470,2000,Denmark,10,DNK,DK,377.44,3.4
471,2000,Germany,10,DEU,DE,327.23,32.52
472,2000,Ireland,10,IRL,IE,293.31,11.8
473,2000,Greece,10,GRC,EL,430.21,0.07
474,2000,Spain,10,ESP,ES,291.46,2.8
475,2000,France,10,FRA,FR,301.85,32.81
476,2000,Netherlands,10,NLD,NL,300.4,8.45
477,2000,Austria,10,AUT,AT,327.03,3.0
478,2000,Sweden,10,SWE,SE,383.63,3.0
479,2000,Belgium,3,BEL,BE,308.5,13.05
480,2000,Denmark,3,DNK,DK,377.53,4.3
481,2000,Germany,3,DEU,DE,327.23,37.96
482,2000,Ireland,3,IRL,IE,293.31,10.9
483,2000,Greece,3,GRC,EL,430.49,0.05
484,2000,Spain,3,ESP,ES,292.57,3.9
485,2000,France,3,FRA,FR,301.85,44.13
486,2000,Netherlands,3,NLD,NL,301.76,12.23
487,2000,Austria,3,AUT,AT,327.03,3.0
488,2001,Belgium,12,BEL,BE,304.79,6.84
489,2001,Denmark,12,DNK,DK,377.75,3.9
490,2001,Germany,12,DEU,DE,313.42,37.17
491,2001,Greece,12,GRC,EL,466.03,0.08
492,2001,Spain,12,ESP,ES,294.5,3.87
493,2001,France,12,FRA,FR,294.23,42.52
494,2001,Italy,12,ITA,IT,225.59,10.21
495,2001,Austria,12,AUT,AT,321.21,3.0
496,2001,Belgium,12,BEL,BE,304.79,6.84
497,2001,Denmark,12,DNK,DK,377.57,3.9
498,2001,Germany,12,DEU,DE,313.42,37.17
499,2001,Ireland,12,IRL,IE,293.31,3.2
500,2001,Greece,12,GRC,EL,466.03,0.08
501,2001,Spain,12,ESP,ES,294.5,3.87
502,2001,France,12,FRA,FR,294.23,42.52
503,2001,Italy,12,ITA,IT,225.59,10.21
504,2001,Netherlands,12,NLD,NL,298.59,11.66
505,2001,Sweden,12,SWE,SE,350.55,2.6
506,2001,Belgium,10,BEL,BE,304.79,7.25
507,2001,Denmark,10,DNK,DK,377.35,3.2
508,2001,Germany,10,DEU,DE,313.42,30.9
509,2001,Ireland,10,IRL,IE,293.31,12.9
510,2001,Greece,10,GRC,EL,466.03,0.06
511,2001,Spain,10,ESP,ES,282.48,2.78
512,2001,France,10,FRA,FR,294.23,37.13
513,2001,Italy,10,ITA,IT,225.59,10.08
514,2001,Netherlands,10,NLD,NL,298.59,10.29
515,2001,Austria,10,AUT,AT,321.21,3.0
516,2001,Sweden,10,SWE,SE,330.63,2.9
517,2001,Belgium,3,BEL,BE,306.64,9.48
518,2001,Denmark,3,DNK,DK,377.46,4.2
519,2001,Germany,3,DEU,DE,313.42,36.4
520,2001,Ireland,3,IRL,IE,293.31,8.7
521,2001,Greece,3,GRC,EL,465.15,0.05
522,2001,Spain,3,ESP,ES,282.48,2.37
523,2001,France,3,FRA,FR,294.23,43.04
524,2001,Italy,3,ITA,IT,225.59,10.96
525,2001,Netherlands,3,NLD,NL,298.59,10.95
526,2001,Austria,3,AUT,AT,321.21,3.0
527,2001,Belgium,11,BEL,BE,308.88,6.05
528,2001,Denmark,11,DNK,DK,377.63,3.2
529,2001,Ireland,11,IRL,IE,293.31,7.7
