Year,Week,Member State,Product,Begin Date,End Date,Price (�/100kg)
2002,21,Austria,BUTTER,20/05/2002,26/05/2002,304
2002,20,Belgium,BUTTER,13/05/2002,19/05/2002,294.5
2002,20,Denmark,BUTTER,13/05/2002,19/05/2002,377.89
2002,20,Germany,BUTTER,13/05/2002,19/05/2002,295
2002,20,Ireland,BUTTER,13/05/2002,19/05/2002,293
2002,20,Greece,BUTTER,13/05/2002,19/05/2002,502
2002,20,Spain,BUTTER,13/05/2002,19/05/2002,296.99
2002,20,France,BUTTER,13/05/2002,19/05/2002,292
2002,20,Netherlands,BUTTER,13/05/2002,19/05/2002,298.5
2002,20,Austria,BUTTER,13/05/2002,19/05/2002,304
2002,20,Sweden,BUTTER,13/05/2002,19/05/2002,358.59
2002,19,Belgium,BUTTER,06/05/2002,12/05/2002,295.8
2002,19,Denmark,BUTTER,06/05/2002,12/05/2002,377.97
2002,19,Germany,BUTTER,06/05/2002,12/05/2002,295
2002,19,Ireland,BUTTER,06/05/2002,12/05/2002,293
2002,19,Greece,BUTTER,06/05/2002,12/05/2002,502
2002,19,Spain,BUTTER,06/05/2002,12/05/2002,293.29
2002,19,France,BUTTER,06/05/2002,12/05/2002,292
2002,19,Netherlands,BUTTER,06/05/2002,12/05/2002,298.5
2002,19,Austria,BUTTER,06/05/2002,12/05/2002,304
2002,19,Sweden,BUTTER,06/05/2002,12/05/2002,357.51
2002,18,Belgium,BUTTER,29/04/2002,05/05/2002,296.4
2002,18,Germany,BUTTER,29/04/2002,05/05/2002,295
2002,18,Ireland,BUTTER,29/04/2002,05/05/2002,293
2002,18,Greece,BUTTER,29/04/2002,05/05/2002,502
2002,18,Spain,BUTTER,29/04/2002,05/05/2002,296.99
2002,18,France,BUTTER,29/04/2002,05/05/2002,292
2002,18,Netherlands,BUTTER,29/04/2002,05/05/2002,298.5
2002,18,Austria,BUTTER,29/04/2002,05/05/2002,304
2002,18,Sweden,BUTTER,29/04/2002,05/05/2002,359.5
2002,17,Belgium,BUTTER,22/04/2002,28/04/2002,296.9
2002,17,Denmark,BUTTER,22/04/2002,28/04/2002,378.03
2002,17,Germany,BUTTER,22/04/2002,28/04/2002,295
2002,17,Ireland,BUTTER,22/04/2002,28/04/2002,293
2002,17,Greece,BUTTER,22/04/2002,28/04/2002,502
2002,17,Spain,BUTTER,22/04/2002,28/04/2002,293.29
2002,17,France,BUTTER,22/04/2002,28/04/2002,292
2002,17,Netherlands,BUTTER,22/04/2002,28/04/2002,298.5
2002,17,Austria,BUTTER,22/04/2002,28/04/2002,314
2002,17,Sweden,BUTTER,22/04/2002,28/04/2002,361.6
2002,16,Belgium,BUTTER,15/04/2002,21/04/2002,297.7
2002,16,Denmark,BUTTER,15/04/2002,21/04/2002,377.93
2002,16,Germany,BUTTER,15/04/2002,21/04/2002,295
2002,16,Ireland,BUTTER,15/04/2002,21/04/2002,293
2002,16,Greece,BUTTER,15/04/2002,21/04/2002,502
2002,16,Spain,BUTTER,15/04/2002,21/04/2002,293.29
2002,16,France,BUTTER,15/04/2002,21/04/2002,294
2002,16,Netherlands,BUTTER,15/04/2002,21/04/2002,298.5
2002,16,Austria,BUTTER,15/04/2002,21/04/2002,314
2002,16,Sweden,BUTTER,15/04/2002,21/04/2002,364.15
2002,15,Belgium,BUTTER,08/04/2002,14/04/2002,299.8
2002,15,Denmark,BUTTER,08/04/2002,14/04/2002,377.95
2002,15,Germany,BUTTER,08/04/2002,14/04/2002,295
2002,15,Ireland,BUTTER,08/04/2002,14/04/2002,293
2002,15,Greece,BUTTER,08/04/2002,14/04/2002,502
2002,15,France,BUTTER,08/04/2002,14/04/2002,294
2002,15,Netherlands,BUTTER,08/04/2002,14/04/2002,299.5
2002,15,Austria,BUTTER,08/04/2002,14/04/2002,314
2002,15,Sweden,BUTTER,08/04/2002,14/04/2002,366.68
2002,14,Belgium,BUTTER,01/04/2002,07/04/2002,300.5
2002,14,Denmark,BUTTER,01/04/2002,07/04/2002,378.02
2002,14,Germany,BUTTER,01/04/2002,07/04/2002,295
2002,14,Ireland,BUTTER,01/04/2002,07/04/2002,293
2002,14,Greece,BUTTER,01/04/2002,07/04/2002,464
2002,14,Spain,BUTTER,01/04/2002,07/04/2002,293.29
2002,14,France,BUTTER,01/04/2002,07/04/2002,294
2002,14,Netherlands,BUTTER,01/04/2002,07/04/2002,299.5
2002,14,Austria,BUTTER,01/04/2002,07/04/2002,314
2002,13,Belgium,BUTTER,25/03/2002,31/03/2002,299.7
2002,13,Denmark,BUTTER,25/03/2002,31/03/2002,378.01
2002,13,Ireland,BUTTER,25/03/2002,31/03/2002,293
2002,13,Greece,BUTTER,25/03/2002,31/03/2002,466
2002,13,Spain,BUTTER,25/03/2002,31/03/2002,293.29
2002,13,France,BUTTER,25/03/2002,31/03/2002,294
2002,13,Netherlands,BUTTER,25/03/2002,31/03/2002,299.5
2002,13,Austria,BUTTER,25/03/2002,31/03/2002,314
2002,12,Belgium,BUTTER,18/03/2002,24/03/2002,300.4
2002,12,Denmark,BUTTER,18/03/2002,24/03/2002,378.02
2002,12,Germany,BUTTER,18/03/2002,24/03/2002,295
2002,12,Ireland,BUTTER,18/03/2002,24/03/2002,293
2002,12,Greece,BUTTER,18/03/2002,24/03/2002,466
2002,12,Spain,BUTTER,18/03/2002,24/03/2002,296.99
2002,12,France,BUTTER,18/03/2002,24/03/2002,294
2002,12,Netherlands,BUTTER,18/03/2002,24/03/2002,299.5
2002,12,Austria,BUTTER,18/03/2002,24/03/2002,314
2002,12,Sweden,BUTTER,18/03/2002,24/03/2002,366.7
2002,11,Belgium,BUTTER,11/03/2002,17/03/2002,298.7
2002,11,Denmark,BUTTER,11/03/2002,17/03/2002,378.09
2002,11,Germany,BUTTER,11/03/2002,17/03/2002,295
2002,11,Ireland,BUTTER,11/03/2002,17/03/2002,293
2002,11,Greece,BUTTER,11/03/2002,17/03/2002,466
2002,11,Spain,BUTTER,11/03/2002,17/03/2002,293.29
2002,11,France,BUTTER,11/03/2002,17/03/2002,294
2002,11,Netherlands,BUTTER,11/03/2002,17/03/2002,299.5
2002,11,Austria,BUTTER,11/03/2002,17/03/2002,314
2002,10,Belgium,BUTTER,04/03/2002,10/03/2002,300
2002,10,Denmark,BUTTER,04/03/2002,10/03/2002,378.15
2002,10,Germany,BUTTER,04/03/2002,10/03/2002,295
2002,10,Ireland,BUTTER,04/03/2002,10/03/2002,293
2002,10,Greece,BUTTER,04/03/2002,10/03/2002,466
2002,10,Spain,BUTTER,04/03/2002,10/03/2002,296.99
2002,10,France,BUTTER,04/03/2002,10/03/2002,294
2002,10,Netherlands,BUTTER,04/03/2002,10/03/2002,299.5
2002,10,Austria,BUTTER,04/03/2002,10/03/2002,314
2002,9,Belgium,BUTTER,25/02/2002,03/03/2002,298.4
2002,9,Denmark,BUTTER,25/02/2002,03/03/2002,378.09
2002,9,Germany,BUTTER,25/02/2002,03/03/2002,295
2002,9,Ireland,BUTTER,25/02/2002,03/03/2002,293
2002,9,Greece,BUTTER,25/02/2002,03/03/2002,466
2002,9,Spain,BUTTER,25/02/2002,03/03/2002,296.99
2002,9,France,BUTTER,25/02/2002,03/03/2002,294
2002,9,Austria,BUTTER,25/02/2002,03/03/2002,314
2002,8,Belgium,BUTTER,18/02/2002,24/02/2002,296.8
2002,8,Denmark,BUTTER,18/02/2002,24/02/2002,378.19
2002,8,Germany,BUTTER,18/02/2002,24/02/2002,295
2002,8,Ireland,BUTTER,18/02/2002,24/02/2002,293
2002,8,Greece,BUTTER,18/02/2002,24/02/2002,466
2002,8,France,BUTTER,18/02/2002,24/02/2002,294
2002,8,Austria,BUTTER,18/02/2002,24/02/2002,314
2002,8,Sweden,BUTTER,18/02/2002,24/02/2002,362.39
2002,7,Belgium,BUTTER,11/02/2002,17/02/2002,297.3
2002,7,Denmark,BUTTER,11/02/2002,17/02/2002,378.25
2002,7,Germany,BUTTER,11/02/2002,17/02/2002,295
2002,7,Ireland,BUTTER,11/02/2002,17/02/2002,293
2002,7,Greece,BUTTER,11/02/2002,17/02/2002,466
2002,7,Spain,BUTTER,11/02/2002,17/02/2002,296.99
2002,7,France,BUTTER,11/02/2002,17/02/2002,294
2002,7,Italy,BUTTER,11/02/2002,17/02/2002,214.95
2002,7,Austria,BUTTER,11/02/2002,17/02/2002,314
2002,7,Sweden,BUTTER,11/02/2002,17/02/2002,360.12
2002,6,Belgium,BUTTER,04/02/2002,10/02/2002,296.6
2002,6,Denmark,BUTTER,04/02/2002,10/02/2002,378.28
2002,6,Germany,BUTTER,04/02/2002,10/02/2002,295
2002,6,Ireland,BUTTER,04/02/2002,10/02/2002,293
2002,6,Greece,BUTTER,04/02/2002,10/02/2002,466
2002,6,Spain,BUTTER,04/02/2002,10/02/2002,296.99
2002,6,France,BUTTER,04/02/2002,10/02/2002,294
2002,6,Italy,BUTTER,04/02/2002,10/02/2002,217.58
2002,6,Austria,BUTTER,04/02/2002,10/02/2002,314
2002,5,Belgium,BUTTER,28/01/2002,03/02/2002,295.7
2002,5,Denmark,BUTTER,28/01/2002,03/02/2002,378.28
2002,5,Germany,BUTTER,28/01/2002,03/02/2002,295
2002,5,Ireland,BUTTER,28/01/2002,03/02/2002,293
2002,5,Greece,BUTTER,28/01/2002,03/02/2002,466
2002,5,Spain,BUTTER,28/01/2002,03/02/2002,296.99
2002,5,France,BUTTER,28/01/2002,03/02/2002,294
2002,5,Italy,BUTTER,28/01/2002,03/02/2002,218.87
2002,5,Netherlands,BUTTER,28/01/2002,03/02/2002,299.5
2002,5,Austria,BUTTER,28/01/2002,03/02/2002,314
2002,5,Sweden,BUTTER,28/01/2002,03/02/2002,360.78
2002,4,Belgium,BUTTER,21/01/2002,27/01/2002,297.8
2002,4,Denmark,BUTTER,21/01/2002,27/01/2002,378.17
2002,4,Germany,BUTTER,21/01/2002,27/01/2002,295
2002,4,Ireland,BUTTER,21/01/2002,27/01/2002,293
2002,4,Greece,BUTTER,21/01/2002,27/01/2002,466
2002,4,Spain,BUTTER,21/01/2002,27/01/2002,296.99
2002,4,France,BUTTER,21/01/2002,27/01/2002,294
2002,4,Italy,BUTTER,21/01/2002,27/01/2002,219.49
2002,4,Netherlands,BUTTER,21/01/2002,27/01/2002,299.5
2002,4,Austria,BUTTER,21/01/2002,27/01/2002,314
2002,4,Sweden,BUTTER,21/01/2002,27/01/2002,359.63
2002,3,Belgium,BUTTER,14/01/2002,20/01/2002,301.5
2002,3,Denmark,BUTTER,14/01/2002,20/01/2002,378.09
2002,3,Germany,BUTTER,14/01/2002,20/01/2002,299
2002,3,Ireland,BUTTER,14/01/2002,20/01/2002,293
2002,3,Greece,BUTTER,14/01/2002,20/01/2002,466
2002,3,Spain,BUTTER,14/01/2002,20/01/2002,294.49
2002,3,France,BUTTER,14/01/2002,20/01/2002,294
2002,3,Italy,BUTTER,14/01/2002,20/01/2002,220.17
2002,3,Netherlands,BUTTER,14/01/2002,20/01/2002,297
2002,3,Austria,BUTTER,14/01/2002,20/01/2002,314
2002,3,Sweden,BUTTER,14/01/2002,20/01/2002,361.01
2002,2,Belgium,BUTTER,07/01/2002,13/01/2002,304
2002,2,Denmark,BUTTER,07/01/2002,13/01/2002,377.8
2002,2,Germany,BUTTER,07/01/2002,13/01/2002,313
2002,2,Ireland,BUTTER,07/01/2002,13/01/2002,293
2002,2,France,BUTTER,07/01/2002,13/01/2002,294
2002,2,Italy,BUTTER,07/01/2002,13/01/2002,221.77
2002,2,Netherlands,BUTTER,07/01/2002,13/01/2002,297
2002,2,Austria,BUTTER,07/01/2002,13/01/2002,319
2002,1,Belgium,BUTTER,31/12/2001,06/01/2002,304.83
2002,1,Denmark,BUTTER,31/12/2001,06/01/2002,377.85
2002,1,Germany,BUTTER,31/12/2001,06/01/2002,313.06
2002,1,Ireland,BUTTER,31/12/2001,06/01/2002,293.35
2002,1,Greece,BUTTER,31/12/2001,06/01/2002,465.78
2002,1,Spain,BUTTER,31/12/2001,06/01/2002,294.54
2002,1,Italy,BUTTER,31/12/2001,06/01/2002,225.69
2002,1,Netherlands,BUTTER,31/12/2001,06/01/2002,298.63
2002,1,Austria,BUTTER,31/12/2001,06/01/2002,321.26
2002,1,Sweden,BUTTER,31/12/2001,06/01/2002,360.08
2003,52,Belgium,BUTTER,22/12/2003,28/12/2003,306
2003,52,Denmark,BUTTER,22/12/2003,28/12/2003,377.57
2003,52,Germany,BUTTER,22/12/2003,28/12/2003,311
2003,52,Ireland,BUTTER,22/12/2003,28/12/2003,294
2003,52,Greece,BUTTER,22/12/2003,28/12/2003,531
2003,52,Spain,BUTTER,22/12/2003,28/12/2003,300.61
2003,52,France,BUTTER,22/12/2003,28/12/2003,302.5
2003,52,Netherlands,BUTTER,22/12/2003,28/12/2003,303
2003,52,Portugal,BUTTER,22/12/2003,28/12/2003,295
2003,51,Belgium,BUTTER,15/12/2003,21/12/2003,306
2003,51,Denmark,BUTTER,15/12/2003,21/12/2003,377.63
2003,51,Germany,BUTTER,15/12/2003,21/12/2003,311
2003,51,Ireland,BUTTER,15/12/2003,21/12/2003,294
2003,51,Greece,BUTTER,15/12/2003,21/12/2003,531
2003,51,Spain,BUTTER,15/12/2003,21/12/2003,303.17
2003,51,Netherlands,BUTTER,15/12/2003,21/12/2003,305
2003,51,Portugal,BUTTER,15/12/2003,21/12/2003,295
2003,50,Belgium,BUTTER,08/12/2003,14/12/2003,307
2003,50,Denmark,BUTTER,08/12/2003,14/12/2003,377.63
2003,50,Germany,BUTTER,08/12/2003,14/12/2003,313
2003,50,Ireland,BUTTER,08/12/2003,14/12/2003,294
2003,50,Greece,BUTTER,08/12/2003,14/12/2003,531
2003,50,Spain,BUTTER,08/12/2003,14/12/2003,303.17
2003,50,France,BUTTER,08/12/2003,14/12/2003,305.5
2003,50,Italy,BUTTER,08/12/2003,14/12/2003,294
2003,50,Netherlands,BUTTER,08/12/2003,14/12/2003,305
2003,50,Austria,BUTTER,08/12/2003,14/12/2003,314
2003,50,Portugal,BUTTER,08/12/2003,14/12/2003,295
2003,49,Belgium,BUTTER,01/12/2003,07/12/2003,307
2003,49,Denmark,BUTTER,01/12/2003,07/12/2003,377.65
2003,49,Germany,BUTTER,01/12/2003,07/12/2003,313
2003,49,Ireland,BUTTER,01/12/2003,07/12/2003,294
2003,49,Greece,BUTTER,01/12/2003,07/12/2003,531
2003,49,Spain,BUTTER,01/12/2003,07/12/2003,302.71
2003,49,Italy,BUTTER,01/12/2003,07/12/2003,294
2003,49,Netherlands,BUTTER,01/12/2003,07/12/2003,305
2003,49,Austria,BUTTER,01/12/2003,07/12/2003,315
2003,49,Portugal,BUTTER,01/12/2003,07/12/2003,297
2003,48,Belgium,BUTTER,24/11/2003,30/11/2003,309
2003,48,Denmark,BUTTER,24/11/2003,30/11/2003,377.78
2003,48,Germany,BUTTER,24/11/2003,30/11/2003,313
2003,48,Ireland,BUTTER,24/11/2003,30/11/2003,294
2003,48,Greece,BUTTER,24/11/2003,30/11/2003,531
2003,48,Spain,BUTTER,24/11/2003,30/11/2003,306.3
2003,48,Italy,BUTTER,24/11/2003,30/11/2003,294
2003,48,Netherlands,BUTTER,24/11/2003,30/11/2003,308
2003,48,Austria,BUTTER,24/11/2003,30/11/2003,315
2003,48,Portugal,BUTTER,24/11/2003,30/11/2003,297
2003,47,Belgium,BUTTER,17/11/2003,23/11/2003,311
2003,47,Germany,BUTTER,17/11/2003,23/11/2003,313
2003,47,Ireland,BUTTER,17/11/2003,23/11/2003,294
2003,47,Greece,BUTTER,17/11/2003,23/11/2003,531
2003,47,France,BUTTER,17/11/2003,23/11/2003,308
2003,47,Italy,BUTTER,17/11/2003,23/11/2003,294
2003,47,Netherlands,BUTTER,17/11/2003,23/11/2003,308
2003,47,Austria,BUTTER,17/11/2003,23/11/2003,315
2003,47,Portugal,BUTTER,17/11/2003,23/11/2003,297
2003,46,Belgium,BUTTER,10/11/2003,16/11/2003,312
2003,46,Denmark,BUTTER,10/11/2003,16/11/2003,377.88
2003,46,Germany,BUTTER,10/11/2003,16/11/2003,313
2003,46,Ireland,BUTTER,10/11/2003,16/11/2003,294
2003,46,Greece,BUTTER,10/11/2003,16/11/2003,531
2003,46,Spain,BUTTER,10/11/2003,16/11/2003,303.73
2003,46,France,BUTTER,10/11/2003,16/11/2003,308
2003,46,Italy,BUTTER,10/11/2003,16/11/2003,292
2003,46,Netherlands,BUTTER,10/11/2003,16/11/2003,308
2003,46,Austria,BUTTER,10/11/2003,16/11/2003,315
2003,45,Belgium,BUTTER,03/11/2003,09/11/2003,312
2003,45,Denmark,BUTTER,03/11/2003,09/11/2003,377.97
2003,45,Germany,BUTTER,03/11/2003,09/11/2003,314
2003,45,Ireland,BUTTER,03/11/2003,09/11/2003,294
2003,45,Greece,BUTTER,03/11/2003,09/11/2003,531
2003,45,Spain,BUTTER,03/11/2003,09/11/2003,302.4
2003,45,France,BUTTER,03/11/2003,09/11/2003,308
2003,45,Italy,BUTTER,03/11/2003,09/11/2003,292
2003,45,Netherlands,BUTTER,03/11/2003,09/11/2003,308
2003,45,Austria,BUTTER,03/11/2003,09/11/2003,315
2003,45,Portugal,BUTTER,03/11/2003,09/11/2003,297
2003,44,Belgium,BUTTER,27/10/2003,02/11/2003,311
2003,44,Denmark,BUTTER,27/10/2003,02/11/2003,378.1
2003,44,Germany,BUTTER,27/10/2003,02/11/2003,314
2003,44,Ireland,BUTTER,27/10/2003,02/11/2003,294
2003,44,Greece,BUTTER,27/10/2003,02/11/2003,531
2003,44,Spain,BUTTER,27/10/2003,02/11/2003,303.5
2003,44,France,BUTTER,27/10/2003,02/11/2003,308
2003,44,Italy,BUTTER,27/10/2003,02/11/2003,292
2003,44,Netherlands,BUTTER,27/10/2003,02/11/2003,311
2003,44,Austria,BUTTER,27/10/2003,02/11/2003,315
2003,44,Portugal,BUTTER,27/10/2003,02/11/2003,297
2003,43,Belgium,BUTTER,20/10/2003,26/10/2003,311
2003,43,Denmark,BUTTER,20/10/2003,26/10/2003,378.16
2003,43,Germany,BUTTER,20/10/2003,26/10/2003,314
2003,43,Ireland,BUTTER,20/10/2003,26/10/2003,294
2003,43,Greece,BUTTER,20/10/2003,26/10/2003,531
2003,43,Spain,BUTTER,20/10/2003,26/10/2003,303.17
2003,43,France,BUTTER,20/10/2003,26/10/2003,308
2003,43,Italy,BUTTER,20/10/2003,26/10/2003,273
2003,43,Netherlands,BUTTER,20/10/2003,26/10/2003,311
2003,43,Austria,BUTTER,20/10/2003,26/10/2003,315
2003,43,Portugal,BUTTER,20/10/2003,26/10/2003,297
2003,43,Sweden,BUTTER,20/10/2003,26/10/2003,367.95
2003,42,Belgium,BUTTER,13/10/2003,19/10/2003,313
2003,42,Denmark,BUTTER,13/10/2003,19/10/2003,378.25
2003,42,Germany,BUTTER,13/10/2003,19/10/2003,314
2003,42,Ireland,BUTTER,13/10/2003,19/10/2003,294
2003,42,Greece,BUTTER,13/10/2003,19/10/2003,531
2003,42,Spain,BUTTER,13/10/2003,19/10/2003,304.65
2003,42,France,BUTTER,13/10/2003,19/10/2003,308
2003,42,Italy,BUTTER,13/10/2003,19/10/2003,273
2003,42,Netherlands,BUTTER,13/10/2003,19/10/2003,311
2003,42,Austria,BUTTER,13/10/2003,19/10/2003,314
2003,42,Portugal,BUTTER,13/10/2003,19/10/2003,296
2003,41,Belgium,BUTTER,06/10/2003,12/10/2003,312
2003,41,Denmark,BUTTER,06/10/2003,12/10/2003,378.25
2003,41,Germany,BUTTER,06/10/2003,12/10/2003,314
2003,41,Ireland,BUTTER,06/10/2003,12/10/2003,294
2003,41,Greece,BUTTER,06/10/2003,12/10/2003,524
2003,41,Italy,BUTTER,06/10/2003,12/10/2003,268
2003,41,Netherlands,BUTTER,06/10/2003,12/10/2003,311
2003,41,Austria,BUTTER,06/10/2003,12/10/2003,311
2003,41,Portugal,BUTTER,06/10/2003,12/10/2003,295
2003,40,Belgium,BUTTER,29/09/2003,05/10/2003,313
2003,40,Denmark,BUTTER,29/09/2003,05/10/2003,378.35
2003,40,Germany,BUTTER,29/09/2003,05/10/2003,314
2003,40,Ireland,BUTTER,29/09/2003,05/10/2003,294
2003,40,Greece,BUTTER,29/09/2003,05/10/2003,512
2003,40,Spain,BUTTER,29/09/2003,05/10/2003,302.64
2003,40,France,BUTTER,29/09/2003,05/10/2003,310
2003,40,Netherlands,BUTTER,29/09/2003,05/10/2003,311
2003,40,Austria,BUTTER,29/09/2003,05/10/2003,311
2003,40,Portugal,BUTTER,29/09/2003,05/10/2003,295
2003,39,Belgium,BUTTER,22/09/2003,28/09/2003,315
2003,39,Denmark,BUTTER,22/09/2003,28/09/2003,378.3
2003,39,Germany,BUTTER,22/09/2003,28/09/2003,314
2003,39,Ireland,BUTTER,22/09/2003,28/09/2003,294
2003,39,Greece,BUTTER,22/09/2003,28/09/2003,505
2003,39,Spain,BUTTER,22/09/2003,28/09/2003,302.53
2003,39,France,BUTTER,22/09/2003,28/09/2003,309
2003,39,Italy,BUTTER,22/09/2003,28/09/2003,268
2003,39,Netherlands,BUTTER,22/09/2003,28/09/2003,311
2003,39,Austria,BUTTER,22/09/2003,28/09/2003,311
2003,39,Portugal,BUTTER,22/09/2003,28/09/2003,295
2003,38,Belgium,BUTTER,15/09/2003,21/09/2003,314
2003,38,Denmark,BUTTER,15/09/2003,21/09/2003,378.29
2003,38,Germany,BUTTER,15/09/2003,21/09/2003,314
2003,38,Ireland,BUTTER,15/09/2003,21/09/2003,294
2003,38,Greece,BUTTER,15/09/2003,21/09/2003,505
2003,38,Spain,BUTTER,15/09/2003,21/09/2003,300.81
2003,38,France,BUTTER,15/09/2003,21/09/2003,309
2003,38,Netherlands,BUTTER,15/09/2003,21/09/2003,311
2003,38,Austria,BUTTER,15/09/2003,21/09/2003,311
2003,37,Belgium,BUTTER,08/09/2003,14/09/2003,314
2003,37,Denmark,BUTTER,08/09/2003,14/09/2003,378.3
2003,37,Germany,BUTTER,08/09/2003,14/09/2003,314
2003,37,Ireland,BUTTER,08/09/2003,14/09/2003,294
2003,37,Greece,BUTTER,08/09/2003,14/09/2003,505
2003,37,Spain,BUTTER,08/09/2003,14/09/2003,296.47
2003,37,France,BUTTER,08/09/2003,14/09/2003,307
2003,37,Italy,BUTTER,08/09/2003,14/09/2003,268
2003,37,Netherlands,BUTTER,08/09/2003,14/09/2003,311
2003,37,Austria,BUTTER,08/09/2003,14/09/2003,309
2003,37,Portugal,BUTTER,08/09/2003,14/09/2003,295
2003,36,Belgium,BUTTER,01/09/2003,07/09/2003,313
2003,36,Germany,BUTTER,01/09/2003,07/09/2003,312
2003,36,Ireland,BUTTER,01/09/2003,07/09/2003,294
2003,36,Greece,BUTTER,01/09/2003,07/09/2003,505
2003,36,Spain,BUTTER,01/09/2003,07/09/2003,299.94
2003,36,France,BUTTER,01/09/2003,07/09/2003,306
2003,36,Italy,BUTTER,01/09/2003,07/09/2003,268
2003,36,Netherlands,BUTTER,01/09/2003,07/09/2003,311
2003,36,Austria,BUTTER,01/09/2003,07/09/2003,309
2003,36,Portugal,BUTTER,01/09/2003,07/09/2003,294
2003,35,Belgium,BUTTER,25/08/2003,31/08/2003,312
2003,35,Denmark,BUTTER,25/08/2003,31/08/2003,378.16
2003,35,Germany,BUTTER,25/08/2003,31/08/2003,312
2003,35,Ireland,BUTTER,25/08/2003,31/08/2003,294
2003,35,Greece,BUTTER,25/08/2003,31/08/2003,505
2003,35,Spain,BUTTER,25/08/2003,31/08/2003,300.69
2003,35,France,BUTTER,25/08/2003,31/08/2003,302
2003,35,Italy,BUTTER,25/08/2003,31/08/2003,283
2003,35,Netherlands,BUTTER,25/08/2003,31/08/2003,311
2003,35,Austria,BUTTER,25/08/2003,31/08/2003,307
2003,35,Portugal,BUTTER,25/08/2003,31/08/2003,292
2003,35,Sweden,BUTTER,25/08/2003,31/08/2003,359.86
2003,34,Belgium,BUTTER,18/08/2003,24/08/2003,312
2003,34,Denmark,BUTTER,18/08/2003,24/08/2003,378.04
2003,34,Germany,BUTTER,18/08/2003,24/08/2003,307
2003,34,Ireland,BUTTER,18/08/2003,24/08/2003,294
2003,34,Greece,BUTTER,18/08/2003,24/08/2003,505
2003,34,Spain,BUTTER,18/08/2003,24/08/2003,297.68
2003,34,France,BUTTER,18/08/2003,24/08/2003,301
2003,34,Italy,BUTTER,18/08/2003,24/08/2003,267
2003,34,Netherlands,BUTTER,18/08/2003,24/08/2003,311
2003,34,Austria,BUTTER,18/08/2003,24/08/2003,307
2003,34,Portugal,BUTTER,18/08/2003,24/08/2003,293
2003,33,Belgium,BUTTER,11/08/2003,17/08/2003,310
2003,33,Denmark,BUTTER,11/08/2003,17/08/2003,378.03
2003,33,Germany,BUTTER,11/08/2003,17/08/2003,307
2003,33,Ireland,BUTTER,11/08/2003,17/08/2003,294
2003,33,Greece,BUTTER,11/08/2003,17/08/2003,505
2003,33,Spain,BUTTER,11/08/2003,17/08/2003,298.42
2003,33,France,BUTTER,11/08/2003,17/08/2003,301
2003,33,Italy,BUTTER,11/08/2003,17/08/2003,265
2003,33,Netherlands,BUTTER,11/08/2003,17/08/2003,309
2003,33,Austria,BUTTER,11/08/2003,17/08/2003,307
2003,33,Portugal,BUTTER,11/08/2003,17/08/2003,293
2003,32,Belgium,BUTTER,04/08/2003,10/08/2003,310
2003,32,Denmark,BUTTER,04/08/2003,10/08/2003,378.06
2003,32,Germany,BUTTER,04/08/2003,10/08/2003,307
2003,32,Ireland,BUTTER,04/08/2003,10/08/2003,294
2003,32,Greece,BUTTER,04/08/2003,10/08/2003,505
2003,32,Spain,BUTTER,04/08/2003,10/08/2003,300.54
2003,32,France,BUTTER,04/08/2003,10/08/2003,299
2003,32,Italy,BUTTER,04/08/2003,10/08/2003,265
2003,32,Netherlands,BUTTER,04/08/2003,10/08/2003,309
2003,32,Austria,BUTTER,04/08/2003,10/08/2003,307
2003,32,Portugal,BUTTER,04/08/2003,10/08/2003,292
2003,31,Belgium,BUTTER,28/07/2003,03/08/2003,310
2003,31,Denmark,BUTTER,28/07/2003,03/08/2003,378.13
2003,31,Germany,BUTTER,28/07/2003,03/08/2003,307
2003,31,Ireland,BUTTER,28/07/2003,03/08/2003,294
2003,31,Greece,BUTTER,28/07/2003,03/08/2003,505
2003,31,Spain,BUTTER,28/07/2003,03/08/2003,301.82
2003,31,France,BUTTER,28/07/2003,03/08/2003,299
2003,31,Italy,BUTTER,28/07/2003,03/08/2003,263
2003,31,Netherlands,BUTTER,28/07/2003,03/08/2003,308
2003,31,Austria,BUTTER,28/07/2003,03/08/2003,307
2003,31,Portugal,BUTTER,28/07/2003,03/08/2003,293
2003,30,Belgium,BUTTER,21/07/2003,27/07/2003,308
2003,30,Denmark,BUTTER,21/07/2003,27/07/2003,378.02
2003,30,Germany,BUTTER,21/07/2003,27/07/2003,307
2003,30,Ireland,BUTTER,21/07/2003,27/07/2003,294
2003,30,Greece,BUTTER,21/07/2003,27/07/2003,505
2003,30,Spain,BUTTER,21/07/2003,27/07/2003,300.43
2003,30,France,BUTTER,21/07/2003,27/07/2003,298
2003,30,Italy,BUTTER,21/07/2003,27/07/2003,263
2003,30,Netherlands,BUTTER,21/07/2003,27/07/2003,308
2003,30,Austria,BUTTER,21/07/2003,27/07/2003,307
2003,30,Portugal,BUTTER,21/07/2003,27/07/2003,290
2003,29,Belgium,BUTTER,14/07/2003,20/07/2003,305
2003,29,Denmark,BUTTER,14/07/2003,20/07/2003,377.99
2003,29,Germany,BUTTER,14/07/2003,20/07/2003,307
2003,29,Ireland,BUTTER,14/07/2003,20/07/2003,294
2003,29,Greece,BUTTER,14/07/2003,20/07/2003,505
2003,29,Spain,BUTTER,14/07/2003,20/07/2003,299.5
2003,29,France,BUTTER,14/07/2003,20/07/2003,297
