STATISTIC Label,Month,Product,UNIT,VALUE
Production of Dairy Products,1991 April,Cheese,000 Tonnes,7.5
Production of Dairy Products,1991 April,Butter,000 Tonnes,17.1
Production of Dairy Products,1991 April,Skimmed Milk Powder,000 Tonnes,26.6
Production of Dairy Products,1991 May,Cheese,000 Tonnes,11.5
Production of Dairy Products,1991 May,Butter,000 Tonnes,22.8
Production of Dairy Products,1991 May,Skimmed Milk Powder,000 Tonnes,34.7
Production of Dairy Products,1991 June,Cheese,000 Tonnes,10.7
Production of Dairy Products,1991 June,Butter,000 Tonnes,18.8
Production of Dairy Products,1991 June,Skimmed Milk Powder,000 Tonnes,27.1
Production of Dairy Products,1991 July,Cheese,000 Tonnes,11.4
Production of Dairy Products,1991 July,Butter,000 Tonnes,19.1
Production of Dairy Products,1991 July,Skimmed Milk Powder,000 Tonnes,24.8
Production of Dairy Products,1991 August,Cheese,000 Tonnes,11.2
Production of Dairy Products,1991 August,Butter,000 Tonnes,14.7
Production of Dairy Products,1991 August,Skimmed Milk Powder,000 Tonnes,14.7
Production of Dairy Products,1991 September,Cheese,000 Tonnes,8.6
Production of Dairy Products,1991 September,Butter,000 Tonnes,10.9
Production of Dairy Products,1991 September,Skimmed Milk Powder,000 Tonnes,10.2
Production of Dairy Products,1991 October,Cheese,000 Tonnes,5.3
Production of Dairy Products,1991 October,Butter,000 Tonnes,9.1
Production of Dairy Products,1991 October,Skimmed Milk Powder,000 Tonnes,5.1
Production of Dairy Products,1991 November,Cheese,000 Tonnes,2.8
Production of Dairy Products,1991 November,Butter,000 Tonnes,4
Production of Dairy Products,1991 November,Skimmed Milk Powder,000 Tonnes,1.5
Production of Dairy Products,1991 December,Cheese,000 Tonnes,0.4
Production of Dairy Products,1991 December,Butter,000 Tonnes,3
Production of Dairy Products,1991 December,Skimmed Milk Powder,000 Tonnes,3.9
Production of Dairy Products,1992 January,Cheese,000 Tonnes,0.9
Production of Dairy Products,1992 January,Butter,000 Tonnes,3.9
Production of Dairy Products,1992 January,Skimmed Milk Powder,000 Tonnes,3.9
Production of Dairy Products,1992 February,Cheese,000 Tonnes,1.8
Production of Dairy Products,1992 February,Butter,000 Tonnes,5.8
Production of Dairy Products,1992 February,Skimmed Milk Powder,000 Tonnes,7.3
Production of Dairy Products,1992 March,Cheese,000 Tonnes,6.5
Production of Dairy Products,1992 March,Butter,000 Tonnes,10.4
Production of Dairy Products,1992 March,Skimmed Milk Powder,000 Tonnes,10.7
Production of Dairy Products,1992 April,Cheese,000 Tonnes,11
Production of Dairy Products,1992 April,Butter,000 Tonnes,15
Production of Dairy Products,1992 April,Skimmed Milk Powder,000 Tonnes,12.5
Production of Dairy Products,1992 May,Cheese,000 Tonnes,12.9
Production of Dairy Products,1992 May,Butter,000 Tonnes,16.5
Production of Dairy Products,1992 May,Skimmed Milk Powder,000 Tonnes,20
Production of Dairy Products,1992 June,Cheese,000 Tonnes,12.9
Production of Dairy Products,1992 June,Butter,000 Tonnes,17.7
Production of Dairy Products,1992 June,Skimmed Milk Powder,000 Tonnes,19.2
Production of Dairy Products,1992 July,Cheese,000 Tonnes,12.3
Production of Dairy Products,1992 July,Butter,000 Tonnes,16.9
Production of Dairy Products,1992 July,Skimmed Milk Powder,000 Tonnes,16.9
Production of Dairy Products,1992 August,Cheese,000 Tonnes,11.1
Production of Dairy Products,1992 August,Butter,000 Tonnes,14.8
Production of Dairy Products,1992 August,Skimmed Milk Powder,000 Tonnes,14.8
Production of Dairy Products,1992 September,Cheese,000 Tonnes,11.9
Production of Dairy Products,1992 September,Butter,000 Tonnes,12.5
Production of Dairy Products,1992 September,Skimmed Milk Powder,000 Tonnes,10.7
Production of Dairy Products,1992 October,Cheese,000 Tonnes,8
Production of Dairy Products,1992 October,Butter,000 Tonnes,10.2
Production of Dairy Products,1992 October,Skimmed Milk Powder,000 Tonnes,5.1
Production of Dairy Products,1992 November,Cheese,000 Tonnes,3.3
Production of Dairy Products,1992 November,Butter,000 Tonnes,5.3
Production of Dairy Products,1992 November,Skimmed Milk Powder,000 Tonnes,1.1
Production of Dairy Products,1992 December,Cheese,000 Tonnes,0.8
Production of Dairy Products,1992 December,Butter,000 Tonnes,4.5
Production of Dairy Products,1992 December,Skimmed Milk Powder,000 Tonnes,3.7
Production of Dairy Products,1993 January,Cheese,000 Tonnes,0.8
Production of Dairy Products,1993 January,Butter,000 Tonnes,3
Production of Dairy Products,1993 January,Skimmed Milk Powder,000 Tonnes,4.4
Production of Dairy Products,1993 February,Cheese,000 Tonnes,1.6
Production of Dairy Products,1993 February,Butter,000 Tonnes,4.7
Production of Dairy Products,1993 February,Skimmed Milk Powder,000 Tonnes,7.3
Production of Dairy Products,1993 March,Cheese,000 Tonnes,5.8
Production of Dairy Products,1993 March,Butter,000 Tonnes,10.9
Production of Dairy Products,1993 March,Skimmed Milk Powder,000 Tonnes,13.9
Production of Dairy Products,1993 April,Cheese,000 Tonnes,11.7
Production of Dairy Products,1993 April,Butter,000 Tonnes,13.5
Production of Dairy Products,1993 April,Skimmed Milk Powder,000 Tonnes,14.3
Production of Dairy Products,1993 May,Cheese,000 Tonnes,13.3
Production of Dairy Products,1993 May,Butter,000 Tonnes,16.5
Production of Dairy Products,1993 May,Skimmed Milk Powder,000 Tonnes,20.8
Production of Dairy Products,1993 June,Cheese,000 Tonnes,12.9
Production of Dairy Products,1993 June,Butter,000 Tonnes,17.5
Production of Dairy Products,1993 June,Skimmed Milk Powder,000 Tonnes,20.7
Production of Dairy Products,1993 July,Cheese,000 Tonnes,13.1
Production of Dairy Products,1993 July,Butter,000 Tonnes,16.4
Production of Dairy Products,1993 July,Skimmed Milk Powder,000 Tonnes,18.4
Production of Dairy Products,1993 August,Cheese,000 Tonnes,11.2
Production of Dairy Products,1993 August,Butter,000 Tonnes,14.4
Production of Dairy Products,1993 August,Skimmed Milk Powder,000 Tonnes,13.5
Production of Dairy Products,1993 September,Cheese,000 Tonnes,10.9
Production of Dairy Products,1993 September,Butter,000 Tonnes,11.8
Production of Dairy Products,1993 September,Skimmed Milk Powder,000 Tonnes,8.5
Production of Dairy Products,1993 October,Cheese,000 Tonnes,7.7
Production of Dairy Products,1993 October,Butter,000 Tonnes,9.2
Production of Dairy Products,1993 October,Skimmed Milk Powder,000 Tonnes,3.7
Production of Dairy Products,1993 November,Cheese,000 Tonnes,2.8
Production of Dairy Products,1993 November,Butter,000 Tonnes,6
Production of Dairy Products,1993 November,Skimmed Milk Powder,000 Tonnes,1.9
Production of Dairy Products,1993 December,Cheese,000 Tonnes,0.9
Production of Dairy Products,1993 December,Butter,000 Tonnes,3.8
Production of Dairy Products,1993 December,Skimmed Milk Powder,000 Tonnes,4.6
Production of Dairy Products,1994 January,Cheese,000 Tonnes,0.9
Production of Dairy Products,1994 January,Butter,000 Tonnes,3
Production of Dairy Products,1994 January,Skimmed Milk Powder,000 Tonnes,3.5
Production of Dairy Products,1994 February,Cheese,000 Tonnes,1.9
Production of Dairy Products,1994 February,Butter,000 Tonnes,4.4
Production of Dairy Products,1994 February,Skimmed Milk Powder,000 Tonnes,6.3
Production of Dairy Products,1994 March,Cheese,000 Tonnes,5.9
Production of Dairy Products,1994 March,Butter,000 Tonnes,9.6
Production of Dairy Products,1994 March,Skimmed Milk Powder,000 Tonnes,10.9
Production of Dairy Products,1994 April,Cheese,000 Tonnes,9.5
Production of Dairy Products,1994 April,Butter,000 Tonnes,13
Production of Dairy Products,1994 April,Skimmed Milk Powder,000 Tonnes,14.4
Production of Dairy Products,1994 May,Cheese,000 Tonnes,13.2
Production of Dairy Products,1994 May,Butter,000 Tonnes,17.7
Production of Dairy Products,1994 May,Skimmed Milk Powder,000 Tonnes,21.1
Production of Dairy Products,1994 June,Cheese,000 Tonnes,13
Production of Dairy Products,1994 June,Butter,000 Tonnes,17.7
Production of Dairy Products,1994 June,Skimmed Milk Powder,000 Tonnes,21.1
Production of Dairy Products,1994 July,Cheese,000 Tonnes,11
Production of Dairy Products,1994 July,Butter,000 Tonnes,17
Production of Dairy Products,1994 July,Skimmed Milk Powder,000 Tonnes,16.4
Production of Dairy Products,1994 August,Cheese,000 Tonnes,8.9
Production of Dairy Products,1994 August,Butter,000 Tonnes,15.5
Production of Dairy Products,1994 August,Skimmed Milk Powder,000 Tonnes,15.9
Production of Dairy Products,1994 September,Cheese,000 Tonnes,11.4
Production of Dairy Products,1994 September,Butter,000 Tonnes,11.1
Production of Dairy Products,1994 September,Skimmed Milk Powder,000 Tonnes,8.1
Production of Dairy Products,1994 October,Cheese,000 Tonnes,9.3
Production of Dairy Products,1994 October,Butter,000 Tonnes,8.5
Production of Dairy Products,1994 October,Skimmed Milk Powder,000 Tonnes,4.3
Production of Dairy Products,1994 November,Cheese,000 Tonnes,4.5
Production of Dairy Products,1994 November,Butter,000 Tonnes,6
Production of Dairy Products,1994 November,Skimmed Milk Powder,000 Tonnes,2.5
Production of Dairy Products,1994 December,Cheese,000 Tonnes,3.2
Production of Dairy Products,1994 December,Butter,000 Tonnes,3.5
Production of Dairy Products,1994 December,Skimmed Milk Powder,000 Tonnes,5
Production of Dairy Products,1995 January,Cheese,000 Tonnes,1.7
Production of Dairy Products,1995 January,Butter,000 Tonnes,3.3
Production of Dairy Products,1995 January,Skimmed Milk Powder,000 Tonnes,4
Production of Dairy Products,1995 February,Cheese,000 Tonnes,2.7
Production of Dairy Products,1995 February,Butter,000 Tonnes,4.4
Production of Dairy Products,1995 February,Skimmed Milk Powder,000 Tonnes,5
Production of Dairy Products,1995 March,Cheese,000 Tonnes,5.2
Production of Dairy Products,1995 March,Butter,000 Tonnes,10
Production of Dairy Products,1995 March,Skimmed Milk Powder,000 Tonnes,8.6
Production of Dairy Products,1995 April,Cheese,000 Tonnes,8.8
Production of Dairy Products,1995 April,Butter,000 Tonnes,14.5
Production of Dairy Products,1995 April,Skimmed Milk Powder,000 Tonnes,12.3
Production of Dairy Products,1995 May,Cheese,000 Tonnes,13.5
Production of Dairy Products,1995 May,Butter,000 Tonnes,20.8
Production of Dairy Products,1995 May,Skimmed Milk Powder,000 Tonnes,20.6
Production of Dairy Products,1995 June,Cheese,000 Tonnes,12.8
Production of Dairy Products,1995 June,Butter,000 Tonnes,20
Production of Dairy Products,1995 June,Skimmed Milk Powder,000 Tonnes,18.2
Production of Dairy Products,1995 July,Cheese,000 Tonnes,10.9
Production of Dairy Products,1995 July,Butter,000 Tonnes,17
Production of Dairy Products,1995 July,Skimmed Milk Powder,000 Tonnes,14.7
Production of Dairy Products,1995 August,Cheese,000 Tonnes,8.3
Production of Dairy Products,1995 August,Butter,000 Tonnes,17.3
Production of Dairy Products,1995 August,Skimmed Milk Powder,000 Tonnes,12.7
Production of Dairy Products,1995 September,Cheese,000 Tonnes,7.6
Production of Dairy Products,1995 September,Butter,000 Tonnes,11.5
Production of Dairy Products,1995 September,Skimmed Milk Powder,000 Tonnes,6
Production of Dairy Products,1995 October,Cheese,000 Tonnes,5.1
Production of Dairy Products,1995 October,Butter,000 Tonnes,11.9
Production of Dairy Products,1995 October,Skimmed Milk Powder,000 Tonnes,5.2
Production of Dairy Products,1995 November,Cheese,000 Tonnes,2.3
Production of Dairy Products,1995 November,Butter,000 Tonnes,7.7
Production of Dairy Products,1995 November,Skimmed Milk Powder,000 Tonnes,3.6
Production of Dairy Products,1995 December,Cheese,000 Tonnes,1.1
Production of Dairy Products,1995 December,Butter,000 Tonnes,4
Production of Dairy Products,1995 December,Skimmed Milk Powder,000 Tonnes,3.9
Production of Dairy Products,1996 January,Cheese,000 Tonnes,1.4
Production of Dairy Products,1996 January,Butter,000 Tonnes,3.6
Production of Dairy Products,1996 January,Skimmed Milk Powder,000 Tonnes,3.7
Production of Dairy Products,1996 February,Cheese,000 Tonnes,2.6
Production of Dairy Products,1996 February,Butter,000 Tonnes,5.4
Production of Dairy Products,1996 February,Skimmed Milk Powder,000 Tonnes,5.5
Production of Dairy Products,1996 March,Cheese,000 Tonnes,5.4
Production of Dairy Products,1996 March,Butter,000 Tonnes,9.9
Production of Dairy Products,1996 March,Skimmed Milk Powder,000 Tonnes,5.6
Production of Dairy Products,1996 April,Cheese,000 Tonnes,11.5
Production of Dairy Products,1996 April,Butter,000 Tonnes,16.6
Production of Dairy Products,1996 April,Skimmed Milk Powder,000 Tonnes,13.5
Production of Dairy Products,1996 May,Cheese,000 Tonnes,13.5
Production of Dairy Products,1996 May,Butter,000 Tonnes,21.2
Production of Dairy Products,1996 May,Skimmed Milk Powder,000 Tonnes,20.2
Production of Dairy Products,1996 June,Cheese,000 Tonnes,14.7
Production of Dairy Products,1996 June,Butter,000 Tonnes,18.7
Production of Dairy Products,1996 June,Skimmed Milk Powder,000 Tonnes,17.3
Production of Dairy Products,1996 July,Cheese,000 Tonnes,13.2
Production of Dairy Products,1996 July,Butter,000 Tonnes,19.7
Production of Dairy Products,1996 July,Skimmed Milk Powder,000 Tonnes,18.8
Production of Dairy Products,1996 August,Cheese,000 Tonnes,9.7
Production of Dairy Products,1996 August,Butter,000 Tonnes,17.4
Production of Dairy Products,1996 August,Skimmed Milk Powder,000 Tonnes,17.5
Production of Dairy Products,1996 September,Cheese,000 Tonnes,9.8
Production of Dairy Products,1996 September,Butter,000 Tonnes,12.7
Production of Dairy Products,1996 September,Skimmed Milk Powder,000 Tonnes,8.1
Production of Dairy Products,1996 October,Cheese,000 Tonnes,9
Production of Dairy Products,1996 October,Butter,000 Tonnes,9.7
Production of Dairy Products,1996 October,Skimmed Milk Powder,000 Tonnes,4.5
Production of Dairy Products,1996 November,Cheese,000 Tonnes,3.5
Production of Dairy Products,1996 November,Butter,000 Tonnes,4.4
Production of Dairy Products,1996 November,Skimmed Milk Powder,000 Tonnes,2.3
Production of Dairy Products,1996 December,Cheese,000 Tonnes,2.7
Production of Dairy Products,1996 December,Butter,000 Tonnes,2.4
Production of Dairy Products,1996 December,Skimmed Milk Powder,000 Tonnes,1.7
Production of Dairy Products,1997 January,Cheese,000 Tonnes,2.3
Production of Dairy Products,1997 January,Butter,000 Tonnes,2
Production of Dairy Products,1997 January,Skimmed Milk Powder,000 Tonnes,1.5
Production of Dairy Products,1997 February,Cheese,000 Tonnes,4.3
Production of Dairy Products,1997 February,Butter,000 Tonnes,3.5
Production of Dairy Products,1997 February,Skimmed Milk Powder,000 Tonnes,3.9
Production of Dairy Products,1997 March,Cheese,000 Tonnes,5.7
Production of Dairy Products,1997 March,Butter,000 Tonnes,9.3
Production of Dairy Products,1997 March,Skimmed Milk Powder,000 Tonnes,4.7
Production of Dairy Products,1997 April,Cheese,000 Tonnes,11.2
Production of Dairy Products,1997 April,Butter,000 Tonnes,16.8
Production of Dairy Products,1997 April,Skimmed Milk Powder,000 Tonnes,13.9
Production of Dairy Products,1997 May,Cheese,000 Tonnes,13.9
Production of Dairy Products,1997 May,Butter,000 Tonnes,20.1
Production of Dairy Products,1997 May,Skimmed Milk Powder,000 Tonnes,16.5
Production of Dairy Products,1997 June,Cheese,000 Tonnes,13.3
Production of Dairy Products,1997 June,Butter,000 Tonnes,19
Production of Dairy Products,1997 June,Skimmed Milk Powder,000 Tonnes,17.5
Production of Dairy Products,1997 July,Cheese,000 Tonnes,12.4
Production of Dairy Products,1997 July,Butter,000 Tonnes,18.9
Production of Dairy Products,1997 July,Skimmed Milk Powder,000 Tonnes,14.7
Production of Dairy Products,1997 August,Cheese,000 Tonnes,9.5
Production of Dairy Products,1997 August,Butter,000 Tonnes,15.9
Production of Dairy Products,1997 August,Skimmed Milk Powder,000 Tonnes,11.1
Production of Dairy Products,1997 September,Cheese,000 Tonnes,9.2
Production of Dairy Products,1997 September,Butter,000 Tonnes,13.9
Production of Dairy Products,1997 September,Skimmed Milk Powder,000 Tonnes,7.2
Production of Dairy Products,1997 October,Cheese,000 Tonnes,7.4
Production of Dairy Products,1997 October,Butter,000 Tonnes,11.1
Production of Dairy Products,1997 October,Skimmed Milk Powder,000 Tonnes,4.5
Production of Dairy Products,1997 November,Cheese,000 Tonnes,4.3
Production of Dairy Products,1997 November,Butter,000 Tonnes,5.2
Production of Dairy Products,1997 November,Skimmed Milk Powder,000 Tonnes,3.2
Production of Dairy Products,1997 December,Cheese,000 Tonnes,3.2
Production of Dairy Products,1997 December,Butter,000 Tonnes,3
Production of Dairy Products,1997 December,Skimmed Milk Powder,000 Tonnes,2.8
Production of Dairy Products,1998 January,Cheese,000 Tonnes,1
Production of Dairy Products,1998 January,Butter,000 Tonnes,2.5
Production of Dairy Products,1998 January,Skimmed Milk Powder,000 Tonnes,1.8
Production of Dairy Products,1998 February,Cheese,000 Tonnes,2.6
Production of Dairy Products,1998 February,Butter,000 Tonnes,3.7
Production of Dairy Products,1998 February,Skimmed Milk Powder,000 Tonnes,2.1
Production of Dairy Products,1998 March,Cheese,000 Tonnes,8.7
Production of Dairy Products,1998 March,Butter,000 Tonnes,8.7
Production of Dairy Products,1998 March,Skimmed Milk Powder,000 Tonnes,4.5
Production of Dairy Products,1998 April,Cheese,000 Tonnes,10.6
Production of Dairy Products,1998 April,Butter,000 Tonnes,14.7
Production of Dairy Products,1998 April,Skimmed Milk Powder,000 Tonnes,9.1
Production of Dairy Products,1998 May,Cheese,000 Tonnes,12.6
Production of Dairy Products,1998 May,Butter,000 Tonnes,16.3
Production of Dairy Products,1998 May,Skimmed Milk Powder,000 Tonnes,15.4
Production of Dairy Products,1998 June,Cheese,000 Tonnes,13.6
Production of Dairy Products,1998 June,Butter,000 Tonnes,18.4
Production of Dairy Products,1998 June,Skimmed Milk Powder,000 Tonnes,13.5
Production of Dairy Products,1998 July,Cheese,000 Tonnes,10.5
Production of Dairy Products,1998 July,Butter,000 Tonnes,18
Production of Dairy Products,1998 July,Skimmed Milk Powder,000 Tonnes,13.6
Production of Dairy Products,1998 August,Cheese,000 Tonnes,10.1
Production of Dairy Products,1998 August,Butter,000 Tonnes,16.2
Production of Dairy Products,1998 August,Skimmed Milk Powder,000 Tonnes,12.5
Production of Dairy Products,1998 September,Cheese,000 Tonnes,11.8
Production of Dairy Products,1998 September,Butter,000 Tonnes,13.7
Production of Dairy Products,1998 September,Skimmed Milk Powder,000 Tonnes,8.2
Production of Dairy Products,1998 October,Cheese,000 Tonnes,8.3
Production of Dairy Products,1998 October,Butter,000 Tonnes,10.4
Production of Dairy Products,1998 October,Skimmed Milk Powder,000 Tonnes,4.8
Production of Dairy Products,1998 November,Cheese,000 Tonnes,3.6
Production of Dairy Products,1998 November,Butter,000 Tonnes,4.8
Production of Dairy Products,1998 November,Skimmed Milk Powder,000 Tonnes,1.8
Production of Dairy Products,1998 December,Cheese,000 Tonnes,1.2
Production of Dairy Products,1998 December,Butter,000 Tonnes,3.8
Production of Dairy Products,1998 December,Skimmed Milk Powder,000 Tonnes,3.6
Production of Dairy Products,1999 January,Cheese,000 Tonnes,1
Production of Dairy Products,1999 January,Butter,000 Tonnes,2.5
Production of Dairy Products,1999 January,Skimmed Milk Powder,000 Tonnes,2
Production of Dairy Products,1999 February,Cheese,000 Tonnes,2.2
Production of Dairy Products,1999 February,Butter,000 Tonnes,3.6
Production of Dairy Products,1999 February,Skimmed Milk Powder,000 Tonnes,3
Production of Dairy Products,1999 March,Cheese,000 Tonnes,9.4
Production of Dairy Products,1999 March,Butter,000 Tonnes,10.7
Production of Dairy Products,1999 March,Skimmed Milk Powder,000 Tonnes,7
Production of Dairy Products,1999 April,Cheese,000 Tonnes,13.8
Production of Dairy Products,1999 April,Butter,000 Tonnes,15.1
Production of Dairy Products,1999 April,Skimmed Milk Powder,000 Tonnes,10.2
Production of Dairy Products,1999 May,Cheese,000 Tonnes,15
Production of Dairy Products,1999 May,Butter,000 Tonnes,18.4
Production of Dairy Products,1999 May,Skimmed Milk Powder,000 Tonnes,12.2
Production of Dairy Products,1999 June,Cheese,000 Tonnes,15.7
Production of Dairy Products,1999 June,Butter,000 Tonnes,17.8
Production of Dairy Products,1999 June,Skimmed Milk Powder,000 Tonnes,11.2
Production of Dairy Products,1999 July,Cheese,000 Tonnes,12.3
Production of Dairy Products,1999 July,Butter,000 Tonnes,17.4
Production of Dairy Products,1999 July,Skimmed Milk Powder,000 Tonnes,11.4
Production of Dairy Products,1999 August,Cheese,000 Tonnes,10.9
Production of Dairy Products,1999 August,Butter,000 Tonnes,15.5
Production of Dairy Products,1999 August,Skimmed Milk Powder,000 Tonnes,11.1
Production of Dairy Products,1999 September,Cheese,000 Tonnes,10.5
Production of Dairy Products,1999 September,Butter,000 Tonnes,13
Production of Dairy Products,1999 September,Skimmed Milk Powder,000 Tonnes,6.5
Production of Dairy Products,1999 October,Cheese,000 Tonnes,6.1
Production of Dairy Products,1999 October,Butter,000 Tonnes,10.3
Production of Dairy Products,1999 October,Skimmed Milk Powder,000 Tonnes,3.5
Production of Dairy Products,1999 November,Cheese,000 Tonnes,2.9
Production of Dairy Products,1999 November,Butter,000 Tonnes,7.1
Production of Dairy Products,1999 November,Skimmed Milk Powder,000 Tonnes,3.1
Production of Dairy Products,1999 December,Cheese,000 Tonnes,2
Production of Dairy Products,1999 December,Butter,000 Tonnes,3.8
Production of Dairy Products,1999 December,Skimmed Milk Powder,000 Tonnes,3.1
Production of Dairy Products,2000 January,Cheese,000 Tonnes,0.9
Production of Dairy Products,2000 January,Butter,000 Tonnes,3.4
Production of Dairy Products,2000 January,Skimmed Milk Powder,000 Tonnes,4
Production of Dairy Products,2000 February,Cheese,000 Tonnes,2
Production of Dairy Products,2000 February,Butter,000 Tonnes,5.2
Production of Dairy Products,2000 February,Skimmed Milk Powder,000 Tonnes,2.7
Production of Dairy Products,2000 March,Cheese,000 Tonnes,7.7
Production of Dairy Products,2000 March,Butter,000 Tonnes,10.3
Production of Dairy Products,2000 March,Skimmed Milk Powder,000 Tonnes,3.6
Production of Dairy Products,2000 April,Cheese,000 Tonnes,12.6
Production of Dairy Products,2000 April,Butter,000 Tonnes,15.1
Production of Dairy Products,2000 April,Skimmed Milk Powder,000 Tonnes,10.5
Production of Dairy Products,2000 May,Cheese,000 Tonnes,13.7
Production of Dairy Products,2000 May,Butter,000 Tonnes,19.2
Production of Dairy Products,2000 May,Skimmed Milk Powder,000 Tonnes,14.2
Production of Dairy Products,2000 June,Cheese,000 Tonnes,17.1
Production of Dairy Products,2000 June,Butter,000 Tonnes,18.3
Production of Dairy Products,2000 June,Skimmed Milk Powder,000 Tonnes,12.2
Production of Dairy Products,2000 July,Cheese,000 Tonnes,13.9
Production of Dairy Products,2000 July,Butter,000 Tonnes,16.7
Production of Dairy Products,2000 July,Skimmed Milk Powder,000 Tonnes,9.4
Production of Dairy Products,2000 August,Cheese,000 Tonnes,11.1
Production of Dairy Products,2000 August,Butter,000 Tonnes,15.5
Production of Dairy Products,2000 August,Skimmed Milk Powder,000 Tonnes,8.2
Production of Dairy Products,2000 September,Cheese,000 Tonnes,10.5
Production of Dairy Products,2000 September,Butter,000 Tonnes,12.9
Production of Dairy Products,2000 September,Skimmed Milk Powder,000 Tonnes,5.7
Production of Dairy Products,2000 October,Cheese,000 Tonnes,5.3
Production of Dairy Products,2000 October,Butter,000 Tonnes,11.1
Production of Dairy Products,2000 October,Skimmed Milk Powder,000 Tonnes,4.1
Production of Dairy Products,2000 November,Cheese,000 Tonnes,2.4
Production of Dairy Products,2000 November,Butter,000 Tonnes,4.7
Production of Dairy Products,2000 November,Skimmed Milk Powder,000 Tonnes,2.1
Production of Dairy Products,2000 December,Cheese,000 Tonnes,1.3
Production of Dairy Products,2000 December,Butter,000 Tonnes,3.1
Production of Dairy Products,2000 December,Skimmed Milk Powder,000 Tonnes,2.4
Production of Dairy Products,2001 January,Cheese,000 Tonnes,0.9
Production of Dairy Products,2001 January,Butter,000 Tonnes,2.9
Production of Dairy Products,2001 January,Skimmed Milk Powder,000 Tonnes,1.8
Production of Dairy Products,2001 February,Cheese,000 Tonnes,2.5
Production of Dairy Products,2001 February,Butter,000 Tonnes,4
Production of Dairy Products,2001 February,Skimmed Milk Powder,000 Tonnes,2.2
Production of Dairy Products,2001 March,Cheese,000 Tonnes,8.7
Production of Dairy Products,2001 March,Butter,000 Tonnes,8.1
Production of Dairy Products,2001 March,Skimmed Milk Powder,000 Tonnes,5
Production of Dairy Products,2001 April,Cheese,000 Tonnes,12.8
Production of Dairy Products,2001 April,Butter,000 Tonnes,12.6
Production of Dairy Products,2001 April,Skimmed Milk Powder,000 Tonnes,8.3
Production of Dairy Products,2001 May,Cheese,000 Tonnes,16.4
Production of Dairy Products,2001 May,Butter,000 Tonnes,17.3
Production of Dairy Products,2001 May,Skimmed Milk Powder,000 Tonnes,13.5
Production of Dairy Products,2001 June,Cheese,000 Tonnes,19.6
Production of Dairy Products,2001 June,Butter,000 Tonnes,16.5
Production of Dairy Products,2001 June,Skimmed Milk Powder,000 Tonnes,11.3
Production of Dairy Products,2001 July,Cheese,000 Tonnes,16.2
Production of Dairy Products,2001 July,Butter,000 Tonnes,17.3
Production of Dairy Products,2001 July,Skimmed Milk Powder,000 Tonnes,13
Production of Dairy Products,2001 August,Cheese,000 Tonnes,13.9
Production of Dairy Products,2001 August,Butter,000 Tonnes,16.6
Production of Dairy Products,2001 August,Skimmed Milk Powder,000 Tonnes,12.1
Production of Dairy Products,2001 September,Cheese,000 Tonnes,15.3
Production of Dairy Products,2001 September,Butter,000 Tonnes,12.1
Production of Dairy Products,2001 September,Skimmed Milk Powder,000 Tonnes,6.4
Production of Dairy Products,2001 October,Cheese,000 Tonnes,9.4
Production of Dairy Products,2001 October,Butter,000 Tonnes,11.9
Production of Dairy Products,2001 October,Skimmed Milk Powder,000 Tonnes,6.2
Production of Dairy Products,2001 November,Cheese,000 Tonnes,4.9
Production of Dairy Products,2001 November,Butter,000 Tonnes,7.1
Production of Dairy Products,2001 November,Skimmed Milk Powder,000 Tonnes,3.3
Production of Dairy Products,2001 December,Cheese,000 Tonnes,2.3
Production of Dairy Products,2001 December,Butter,000 Tonnes,3
Production of Dairy Products,2001 December,Skimmed Milk Powder,000 Tonnes,3.2
Production of Dairy Products,2002 January,Cheese,000 Tonnes,1.2
Production of Dairy Products,2002 January,Butter,000 Tonnes,2.3
Production of Dairy Products,2002 January,Skimmed Milk Powder,000 Tonnes,3.1
Production of Dairy Products,2002 February,Cheese,000 Tonnes,1.7
Production of Dairy Products,2002 February,Butter,000 Tonnes,3.8
Production of Dairy Products,2002 February,Skimmed Milk Powder,000 Tonnes,2.9
Production of Dairy Products,2002 March,Cheese,000 Tonnes,5.2
Production of Dairy Products,2002 March,Butter,000 Tonnes,9.8
Production of Dairy Products,2002 March,Skimmed Milk Powder,000 Tonnes,5.3
Production of Dairy Products,2002 April,Cheese,000 Tonnes,13.7
Production of Dairy Products,2002 April,Butter,000 Tonnes,16.6
Production of Dairy Products,2002 April,Skimmed Milk Powder,000 Tonnes,8.9
Production of Dairy Products,2002 May,Cheese,000 Tonnes,14.8
Production of Dairy Products,2002 May,Butter,000 Tonnes,20.1
Production of Dairy Products,2002 May,Skimmed Milk Powder,000 Tonnes,11.8
Production of Dairy Products,2002 June,Cheese,000 Tonnes,19.1
Production of Dairy Products,2002 June,Butter,000 Tonnes,18.2
Production of Dairy Products,2002 June,Skimmed Milk Powder,000 Tonnes,12.7
Production of Dairy Products,2002 July,Cheese,000 Tonnes,16.2
Production of Dairy Products,2002 July,Butter,000 Tonnes,17.1
Production of Dairy Products,2002 July,Skimmed Milk Powder,000 Tonnes,14.8
Production of Dairy Products,2002 August,Cheese,000 Tonnes,14.9
Production of Dairy Products,2002 August,Butter,000 Tonnes,14.6
Production of Dairy Products,2002 August,Skimmed Milk Powder,000 Tonnes,15.4
Production of Dairy Products,2002 September,Cheese,000 Tonnes,13.9
Production of Dairy Products,2002 September,Butter,000 Tonnes,12.2
