STATISTIC Label,Month,Product,UNIT,VALUE
Production of Dairy Products,2002 September,Skimmed Milk Powder,000 Tonnes,13.4
Production of Dairy Products,2002 October,Cheese,000 Tonnes,8.3
Production of Dairy Products,2002 October,Butter,000 Tonnes,11.5
Production of Dairy Products,2002 October,Skimmed Milk Powder,000 Tonnes,5
Production of Dairy Products,2002 November,Cheese,000 Tonnes,4.2
Production of Dairy Products,2002 November,Butter,000 Tonnes,5.9
Production of Dairy Products,2002 November,Skimmed Milk Powder,000 Tonnes,1.4
Production of Dairy Products,2002 December,Cheese,000 Tonnes,2.6
Production of Dairy Products,2002 December,Butter,000 Tonnes,3.3
Production of Dairy Products,2002 December,Skimmed Milk Powder,000 Tonnes,2.6
Production of Dairy Products,2003 January,Cheese,000 Tonnes,1.6
Production of Dairy Products,2003 January,Butter,000 Tonnes,2.7
Production of Dairy Products,2003 January,Skimmed Milk Powder,000 Tonnes,1.4
Production of Dairy Products,2003 February,Cheese,000 Tonnes,2.6
Production of Dairy Products,2003 February,Butter,000 Tonnes,4.5
Production of Dairy Products,2003 February,Skimmed Milk Powder,000 Tonnes,2.4
Production of Dairy Products,2003 March,Cheese,000 Tonnes,8.5
Production of Dairy Products,2003 March,Butter,000 Tonnes,11.1
Production of Dairy Products,2003 March,Skimmed Milk Powder,000 Tonnes,7.1
Production of Dairy Products,2003 April,Cheese,000 Tonnes,11.8
Production of Dairy Products,2003 April,Butter,000 Tonnes,15
Production of Dairy Products,2003 April,Skimmed Milk Powder,000 Tonnes,9.8
Production of Dairy Products,2003 May,Cheese,000 Tonnes,13.7
Production of Dairy Products,2003 May,Butter,000 Tonnes,19.5
Production of Dairy Products,2003 May,Skimmed Milk Powder,000 Tonnes,13.2
Production of Dairy Products,2003 June,Cheese,000 Tonnes,15.3
Production of Dairy Products,2003 June,Butter,000 Tonnes,18
Production of Dairy Products,2003 June,Skimmed Milk Powder,000 Tonnes,12.4
Production of Dairy Products,2003 July,Cheese,000 Tonnes,13.4
Production of Dairy Products,2003 July,Butter,000 Tonnes,17.4
Production of Dairy Products,2003 July,Skimmed Milk Powder,000 Tonnes,11.2
Production of Dairy Products,2003 August,Cheese,000 Tonnes,12.5
Production of Dairy Products,2003 August,Butter,000 Tonnes,14.8
Production of Dairy Products,2003 August,Skimmed Milk Powder,000 Tonnes,8.7
Production of Dairy Products,2003 September,Cheese,000 Tonnes,12.1
Production of Dairy Products,2003 September,Butter,000 Tonnes,13.1
Production of Dairy Products,2003 September,Skimmed Milk Powder,000 Tonnes,5.7
Production of Dairy Products,2003 October,Cheese,000 Tonnes,9.6
Production of Dairy Products,2003 October,Butter,000 Tonnes,12.5
Production of Dairy Products,2003 October,Skimmed Milk Powder,000 Tonnes,3.9
Production of Dairy Products,2003 November,Cheese,000 Tonnes,6
Production of Dairy Products,2003 November,Butter,000 Tonnes,7
Production of Dairy Products,2003 November,Skimmed Milk Powder,000 Tonnes,1.3
Production of Dairy Products,2003 December,Cheese,000 Tonnes,4.8
Production of Dairy Products,2003 December,Butter,000 Tonnes,4.5
Production of Dairy Products,2003 December,Skimmed Milk Powder,000 Tonnes,1.4
Production of Dairy Products,2004 January,Cheese,000 Tonnes,3
Production of Dairy Products,2004 January,Butter,000 Tonnes,2.9
Production of Dairy Products,2004 January,Skimmed Milk Powder,000 Tonnes,1.7
Production of Dairy Products,2004 February,Cheese,000 Tonnes,2.4
Production of Dairy Products,2004 February,Butter,000 Tonnes,4.1
Production of Dairy Products,2004 February,Skimmed Milk Powder,000 Tonnes,1.9
Production of Dairy Products,2004 March,Cheese,000 Tonnes,6
Production of Dairy Products,2004 March,Butter,000 Tonnes,8
Production of Dairy Products,2004 March,Skimmed Milk Powder,000 Tonnes,4.1
Production of Dairy Products,2004 April,Cheese,000 Tonnes,11.3
Production of Dairy Products,2004 April,Butter,000 Tonnes,14.8
Production of Dairy Products,2004 April,Skimmed Milk Powder,000 Tonnes,8
Production of Dairy Products,2004 May,Cheese,000 Tonnes,14.3
Production of Dairy Products,2004 May,Butter,000 Tonnes,18.2
Production of Dairy Products,2004 May,Skimmed Milk Powder,000 Tonnes,11.7
Production of Dairy Products,2004 June,Cheese,000 Tonnes,18.3
Production of Dairy Products,2004 June,Butter,000 Tonnes,17.7
Production of Dairy Products,2004 June,Skimmed Milk Powder,000 Tonnes,10.2
Production of Dairy Products,2004 July,Cheese,000 Tonnes,15.4
Production of Dairy Products,2004 July,Butter,000 Tonnes,18.7
Production of Dairy Products,2004 July,Skimmed Milk Powder,000 Tonnes,10.8
Production of Dairy Products,2004 August,Cheese,000 Tonnes,14.3
Production of Dairy Products,2004 August,Butter,000 Tonnes,15.8
Production of Dairy Products,2004 August,Skimmed Milk Powder,000 Tonnes,7.5
Production of Dairy Products,2004 September,Cheese,000 Tonnes,13.6
Production of Dairy Products,2004 September,Butter,000 Tonnes,14.3
Production of Dairy Products,2004 September,Skimmed Milk Powder,000 Tonnes,4.7
Production of Dairy Products,2004 October,Cheese,000 Tonnes,9.7
Production of Dairy Products,2004 October,Butter,000 Tonnes,11.9
Production of Dairy Products,2004 October,Skimmed Milk Powder,000 Tonnes,3.1
Production of Dairy Products,2004 November,Cheese,000 Tonnes,5.7
Production of Dairy Products,2004 November,Butter,000 Tonnes,6.9
Production of Dairy Products,2004 November,Skimmed Milk Powder,000 Tonnes,0.8
Production of Dairy Products,2004 December,Cheese,000 Tonnes,4
Production of Dairy Products,2004 December,Butter,000 Tonnes,3.5
Production of Dairy Products,2004 December,Skimmed Milk Powder,000 Tonnes,1.4
Production of Dairy Products,2005 January,Cheese,000 Tonnes,0.7
Production of Dairy Products,2005 January,Butter,000 Tonnes,3.4
Production of Dairy Products,2005 January,Skimmed Milk Powder,000 Tonnes,2.1
Production of Dairy Products,2005 February,Cheese,000 Tonnes,1.6
Production of Dairy Products,2005 February,Butter,000 Tonnes,5.6
Production of Dairy Products,2005 February,Skimmed Milk Powder,000 Tonnes,2.8
Production of Dairy Products,2005 March,Cheese,000 Tonnes,9.4
Production of Dairy Products,2005 March,Butter,000 Tonnes,12.8
Production of Dairy Products,2005 March,Skimmed Milk Powder,000 Tonnes,2.6
Production of Dairy Products,2005 April,Cheese,000 Tonnes,14.8
Production of Dairy Products,2005 April,Butter,000 Tonnes,15.8
Production of Dairy Products,2005 April,Skimmed Milk Powder,000 Tonnes,5.9
Production of Dairy Products,2005 May,Cheese,000 Tonnes,17.3
Production of Dairy Products,2005 May,Butter,000 Tonnes,19
Production of Dairy Products,2005 May,Skimmed Milk Powder,000 Tonnes,9.8
Production of Dairy Products,2005 June,Cheese,000 Tonnes,18.6
Production of Dairy Products,2005 June,Butter,000 Tonnes,17.6
Production of Dairy Products,2005 June,Skimmed Milk Powder,000 Tonnes,9
Production of Dairy Products,2005 July,Cheese,000 Tonnes,15.6
Production of Dairy Products,2005 July,Butter,000 Tonnes,16
Production of Dairy Products,2005 July,Skimmed Milk Powder,000 Tonnes,7.3
Production of Dairy Products,2005 August,Cheese,000 Tonnes,13.2
Production of Dairy Products,2005 August,Butter,000 Tonnes,16.5
Production of Dairy Products,2005 August,Skimmed Milk Powder,000 Tonnes,7
Production of Dairy Products,2005 September,Cheese,000 Tonnes,13.3
Production of Dairy Products,2005 September,Butter,000 Tonnes,13.9
Production of Dairy Products,2005 September,Skimmed Milk Powder,000 Tonnes,4.3
Production of Dairy Products,2005 October,Cheese,000 Tonnes,7.7
Production of Dairy Products,2005 October,Butter,000 Tonnes,11.4
Production of Dairy Products,2005 October,Skimmed Milk Powder,000 Tonnes,2.4
Production of Dairy Products,2005 November,Cheese,000 Tonnes,4.6
Production of Dairy Products,2005 November,Butter,000 Tonnes,6.7
Production of Dairy Products,2005 November,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2005 December,Cheese,000 Tonnes,2
Production of Dairy Products,2005 December,Butter,000 Tonnes,4.3
Production of Dairy Products,2005 December,Skimmed Milk Powder,000 Tonnes,1.5
Production of Dairy Products,2006 January,Cheese,000 Tonnes,1
Production of Dairy Products,2006 January,Butter,000 Tonnes,3.9
Production of Dairy Products,2006 January,Skimmed Milk Powder,000 Tonnes,2.5
Production of Dairy Products,2006 February,Cheese,000 Tonnes,3.2
Production of Dairy Products,2006 February,Butter,000 Tonnes,5.2
Production of Dairy Products,2006 February,Skimmed Milk Powder,000 Tonnes,2.5
Production of Dairy Products,2006 March,Cheese,000 Tonnes,9.9
Production of Dairy Products,2006 March,Butter,000 Tonnes,11
Production of Dairy Products,2006 March,Skimmed Milk Powder,000 Tonnes,3
Production of Dairy Products,2006 April,Cheese,000 Tonnes,15.3
Production of Dairy Products,2006 April,Butter,000 Tonnes,14.9
Production of Dairy Products,2006 April,Skimmed Milk Powder,000 Tonnes,5.5
Production of Dairy Products,2006 May,Cheese,000 Tonnes,17.1
Production of Dairy Products,2006 May,Butter,000 Tonnes,19.8
Production of Dairy Products,2006 May,Skimmed Milk Powder,000 Tonnes,10.4
Production of Dairy Products,2006 June,Cheese,000 Tonnes,17.9
Production of Dairy Products,2006 June,Butter,000 Tonnes,17.2
Production of Dairy Products,2006 June,Skimmed Milk Powder,000 Tonnes,8.7
Production of Dairy Products,2006 July,Cheese,000 Tonnes,17.2
Production of Dairy Products,2006 July,Butter,000 Tonnes,15.8
Production of Dairy Products,2006 July,Skimmed Milk Powder,000 Tonnes,10
Production of Dairy Products,2006 August,Cheese,000 Tonnes,15
Production of Dairy Products,2006 August,Butter,000 Tonnes,14.7
Production of Dairy Products,2006 August,Skimmed Milk Powder,000 Tonnes,8.5
Production of Dairy Products,2006 September,Cheese,000 Tonnes,15.8
Production of Dairy Products,2006 September,Butter,000 Tonnes,13.8
Production of Dairy Products,2006 September,Skimmed Milk Powder,000 Tonnes,6.9
Production of Dairy Products,2006 October,Cheese,000 Tonnes,14.6
Production of Dairy Products,2006 October,Butter,000 Tonnes,10.5
Production of Dairy Products,2006 October,Skimmed Milk Powder,000 Tonnes,5.2
Production of Dairy Products,2006 November,Cheese,000 Tonnes,8
Production of Dairy Products,2006 November,Butter,000 Tonnes,7.3
Production of Dairy Products,2006 November,Skimmed Milk Powder,000 Tonnes,2.2
Production of Dairy Products,2006 December,Cheese,000 Tonnes,1.8
Production of Dairy Products,2006 December,Butter,000 Tonnes,5
Production of Dairy Products,2006 December,Skimmed Milk Powder,000 Tonnes,3.1
Production of Dairy Products,2007 January,Cheese,000 Tonnes,1.3
Production of Dairy Products,2007 January,Butter,000 Tonnes,3.8
Production of Dairy Products,2007 January,Skimmed Milk Powder,000 Tonnes,2.4
Production of Dairy Products,2007 February,Cheese,000 Tonnes,2.4
Production of Dairy Products,2007 February,Butter,000 Tonnes,5
Production of Dairy Products,2007 February,Skimmed Milk Powder,000 Tonnes,1.9
Production of Dairy Products,2007 March,Cheese,000 Tonnes,10.2
Production of Dairy Products,2007 March,Butter,000 Tonnes,10.1
Production of Dairy Products,2007 March,Skimmed Milk Powder,000 Tonnes,5
Production of Dairy Products,2007 April,Cheese,000 Tonnes,17.6
Production of Dairy Products,2007 April,Butter,000 Tonnes,14.8
Production of Dairy Products,2007 April,Skimmed Milk Powder,000 Tonnes,10.1
Production of Dairy Products,2007 May,Cheese,000 Tonnes,19.3
Production of Dairy Products,2007 May,Butter,000 Tonnes,19.1
Production of Dairy Products,2007 May,Skimmed Milk Powder,000 Tonnes,13.2
Production of Dairy Products,2007 June,Cheese,000 Tonnes,20.7
Production of Dairy Products,2007 June,Butter,000 Tonnes,21.1
Production of Dairy Products,2007 June,Skimmed Milk Powder,000 Tonnes,14.3
Production of Dairy Products,2007 July,Cheese,000 Tonnes,16.8
Production of Dairy Products,2007 July,Butter,000 Tonnes,16.8
Production of Dairy Products,2007 July,Skimmed Milk Powder,000 Tonnes,12.5
Production of Dairy Products,2007 August,Cheese,000 Tonnes,16.2
Production of Dairy Products,2007 August,Butter,000 Tonnes,15.3
Production of Dairy Products,2007 August,Skimmed Milk Powder,000 Tonnes,8.8
Production of Dairy Products,2007 September,Cheese,000 Tonnes,17.1
Production of Dairy Products,2007 September,Butter,000 Tonnes,12.1
Production of Dairy Products,2007 September,Skimmed Milk Powder,000 Tonnes,5.7
Production of Dairy Products,2007 October,Cheese,000 Tonnes,12.4
Production of Dairy Products,2007 October,Butter,000 Tonnes,10.3
Production of Dairy Products,2007 October,Skimmed Milk Powder,000 Tonnes,4
Production of Dairy Products,2007 November,Cheese,000 Tonnes,4.8
Production of Dairy Products,2007 November,Butter,000 Tonnes,8.4
Production of Dairy Products,2007 November,Skimmed Milk Powder,000 Tonnes,1.8
Production of Dairy Products,2007 December,Cheese,000 Tonnes,1.6
Production of Dairy Products,2007 December,Butter,000 Tonnes,4.6
Production of Dairy Products,2007 December,Skimmed Milk Powder,000 Tonnes,2.8
Production of Dairy Products,2008 January,Cheese,000 Tonnes,1.1
Production of Dairy Products,2008 January,Butter,000 Tonnes,3.4
Production of Dairy Products,2008 January,Skimmed Milk Powder,000 Tonnes,2.7
Production of Dairy Products,2008 February,Cheese,000 Tonnes,3.2
Production of Dairy Products,2008 February,Butter,000 Tonnes,5
Production of Dairy Products,2008 February,Skimmed Milk Powder,000 Tonnes,2.2
Production of Dairy Products,2008 March,Cheese,000 Tonnes,13.7
Production of Dairy Products,2008 March,Butter,000 Tonnes,9.4
Production of Dairy Products,2008 March,Skimmed Milk Powder,000 Tonnes,2.3
Production of Dairy Products,2008 April,Cheese,000 Tonnes,19.8
Production of Dairy Products,2008 April,Butter,000 Tonnes,14.2
Production of Dairy Products,2008 April,Skimmed Milk Powder,000 Tonnes,5.7
Production of Dairy Products,2008 May,Cheese,000 Tonnes,20.6
Production of Dairy Products,2008 May,Butter,000 Tonnes,16.8
Production of Dairy Products,2008 May,Skimmed Milk Powder,000 Tonnes,9.8
Production of Dairy Products,2008 June,Cheese,000 Tonnes,24.2
Production of Dairy Products,2008 June,Butter,000 Tonnes,15.4
Production of Dairy Products,2008 June,Skimmed Milk Powder,000 Tonnes,8.8
Production of Dairy Products,2008 July,Cheese,000 Tonnes,20.1
Production of Dairy Products,2008 July,Butter,000 Tonnes,14.9
Production of Dairy Products,2008 July,Skimmed Milk Powder,000 Tonnes,7.9
Production of Dairy Products,2008 August,Cheese,000 Tonnes,20.1
Production of Dairy Products,2008 August,Butter,000 Tonnes,13.4
Production of Dairy Products,2008 August,Skimmed Milk Powder,000 Tonnes,5.4
Production of Dairy Products,2008 September,Cheese,000 Tonnes,22
Production of Dairy Products,2008 September,Butter,000 Tonnes,11.3
Production of Dairy Products,2008 September,Skimmed Milk Powder,000 Tonnes,3.2
Production of Dairy Products,2008 October,Cheese,000 Tonnes,16
Production of Dairy Products,2008 October,Butter,000 Tonnes,10.6
Production of Dairy Products,2008 October,Skimmed Milk Powder,000 Tonnes,3.6
Production of Dairy Products,2008 November,Cheese,000 Tonnes,8.9
Production of Dairy Products,2008 November,Butter,000 Tonnes,5
Production of Dairy Products,2008 November,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2008 December,Cheese,000 Tonnes,4.7
Production of Dairy Products,2008 December,Butter,000 Tonnes,4.7
Production of Dairy Products,2008 December,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2009 January,Cheese,000 Tonnes,1.7
Production of Dairy Products,2009 January,Butter,000 Tonnes,3.8
Production of Dairy Products,2009 January,Skimmed Milk Powder,000 Tonnes,2.3
Production of Dairy Products,2009 February,Cheese,000 Tonnes,3.2
Production of Dairy Products,2009 February,Butter,000 Tonnes,6.4
Production of Dairy Products,2009 February,Skimmed Milk Powder,000 Tonnes,1.4
Production of Dairy Products,2009 March,Cheese,000 Tonnes,14.8
Production of Dairy Products,2009 March,Butter,000 Tonnes,11.2
Production of Dairy Products,2009 March,Skimmed Milk Powder,000 Tonnes,3.2
Production of Dairy Products,2009 April,Cheese,000 Tonnes,17.3
Production of Dairy Products,2009 April,Butter,000 Tonnes,13.7
Production of Dairy Products,2009 April,Skimmed Milk Powder,000 Tonnes,9.6
Production of Dairy Products,2009 May,Cheese,000 Tonnes,21.5
Production of Dairy Products,2009 May,Butter,000 Tonnes,15.3
Production of Dairy Products,2009 May,Skimmed Milk Powder,000 Tonnes,10.7
Production of Dairy Products,2009 June,Cheese,000 Tonnes,23.5
Production of Dairy Products,2009 June,Butter,000 Tonnes,15.6
Production of Dairy Products,2009 June,Skimmed Milk Powder,000 Tonnes,10.2
Production of Dairy Products,2009 July,Cheese,000 Tonnes,18.8
Production of Dairy Products,2009 July,Butter,000 Tonnes,14.5
Production of Dairy Products,2009 July,Skimmed Milk Powder,000 Tonnes,10.5
Production of Dairy Products,2009 August,Cheese,000 Tonnes,17.8
Production of Dairy Products,2009 August,Butter,000 Tonnes,10.7
Production of Dairy Products,2009 August,Skimmed Milk Powder,000 Tonnes,7.9
Production of Dairy Products,2009 September,Cheese,000 Tonnes,18.9
Production of Dairy Products,2009 September,Butter,000 Tonnes,10.3
Production of Dairy Products,2009 September,Skimmed Milk Powder,000 Tonnes,6
Production of Dairy Products,2009 October,Cheese,000 Tonnes,14.9
Production of Dairy Products,2009 October,Butter,000 Tonnes,8.1
Production of Dairy Products,2009 October,Skimmed Milk Powder,000 Tonnes,5.6
Production of Dairy Products,2009 November,Cheese,000 Tonnes,7.3
Production of Dairy Products,2009 November,Butter,000 Tonnes,6.1
Production of Dairy Products,2009 November,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2009 December,Cheese,000 Tonnes,2.7
Production of Dairy Products,2009 December,Butter,000 Tonnes,4.9
Production of Dairy Products,2009 December,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2010 January,Cheese,000 Tonnes,2.1
Production of Dairy Products,2010 January,Butter,000 Tonnes,3.4
Production of Dairy Products,2010 January,Skimmed Milk Powder,000 Tonnes,3
Production of Dairy Products,2010 February,Cheese,000 Tonnes,5.1
Production of Dairy Products,2010 February,Butter,000 Tonnes,5.7
Production of Dairy Products,2010 February,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2010 March,Cheese,000 Tonnes,15.5
Production of Dairy Products,2010 March,Butter,000 Tonnes,10.1
Production of Dairy Products,2010 March,Skimmed Milk Powder,000 Tonnes,1.3
Production of Dairy Products,2010 April,Cheese,000 Tonnes,17.9
Production of Dairy Products,2010 April,Butter,000 Tonnes,12.9
Production of Dairy Products,2010 April,Skimmed Milk Powder,000 Tonnes,6.8
Production of Dairy Products,2010 May,Cheese,000 Tonnes,22.3
Production of Dairy Products,2010 May,Butter,000 Tonnes,15
Production of Dairy Products,2010 May,Skimmed Milk Powder,000 Tonnes,10.9
Production of Dairy Products,2010 June,Cheese,000 Tonnes,25.5
Production of Dairy Products,2010 June,Butter,000 Tonnes,16.8
Production of Dairy Products,2010 June,Skimmed Milk Powder,000 Tonnes,8.8
Production of Dairy Products,2010 July,Cheese,000 Tonnes,20.2
Production of Dairy Products,2010 July,Butter,000 Tonnes,16
Production of Dairy Products,2010 July,Skimmed Milk Powder,000 Tonnes,8
Production of Dairy Products,2010 August,Cheese,000 Tonnes,17
Production of Dairy Products,2010 August,Butter,000 Tonnes,14.7
Production of Dairy Products,2010 August,Skimmed Milk Powder,000 Tonnes,7.5
Production of Dairy Products,2010 September,Cheese,000 Tonnes,19.5
Production of Dairy Products,2010 September,Butter,000 Tonnes,13.2
Production of Dairy Products,2010 September,Skimmed Milk Powder,000 Tonnes,4.8
Production of Dairy Products,2010 October,Cheese,000 Tonnes,13.4
Production of Dairy Products,2010 October,Butter,000 Tonnes,11.5
Production of Dairy Products,2010 October,Skimmed Milk Powder,000 Tonnes,2.1
Production of Dairy Products,2010 November,Cheese,000 Tonnes,9.7
Production of Dairy Products,2010 November,Butter,000 Tonnes,9.5
Production of Dairy Products,2010 November,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2010 December,Cheese,000 Tonnes,3.7
Production of Dairy Products,2010 December,Butter,000 Tonnes,6.4
Production of Dairy Products,2010 December,Skimmed Milk Powder,000 Tonnes,4.5
Production of Dairy Products,2011 January,Cheese,000 Tonnes,2.5
Production of Dairy Products,2011 January,Butter,000 Tonnes,4
Production of Dairy Products,2011 January,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2011 February,Cheese,000 Tonnes,5.3
Production of Dairy Products,2011 February,Butter,000 Tonnes,5.8
Production of Dairy Products,2011 February,Skimmed Milk Powder,000 Tonnes,3.4
Production of Dairy Products,2011 March,Cheese,000 Tonnes,15.9
Production of Dairy Products,2011 March,Butter,000 Tonnes,12.5
Production of Dairy Products,2011 March,Skimmed Milk Powder,000 Tonnes,6.4
Production of Dairy Products,2011 April,Cheese,000 Tonnes,21.6
Production of Dairy Products,2011 April,Butter,000 Tonnes,14.9
Production of Dairy Products,2011 April,Skimmed Milk Powder,000 Tonnes,5.4
Production of Dairy Products,2011 May,Cheese,000 Tonnes,24.7
Production of Dairy Products,2011 May,Butter,000 Tonnes,19
Production of Dairy Products,2011 May,Skimmed Milk Powder,000 Tonnes,8.5
Production of Dairy Products,2011 June,Cheese,000 Tonnes,27.2
Production of Dairy Products,2011 June,Butter,000 Tonnes,18.5
Production of Dairy Products,2011 June,Skimmed Milk Powder,000 Tonnes,8.8
Production of Dairy Products,2011 July,Cheese,000 Tonnes,21.8
Production of Dairy Products,2011 July,Butter,000 Tonnes,17
Production of Dairy Products,2011 July,Skimmed Milk Powder,000 Tonnes,9.6
Production of Dairy Products,2011 August,Cheese,000 Tonnes,20.3
Production of Dairy Products,2011 August,Butter,000 Tonnes,15.6
Production of Dairy Products,2011 August,Skimmed Milk Powder,000 Tonnes,8.4
Production of Dairy Products,2011 September,Cheese,000 Tonnes,19.4
Production of Dairy Products,2011 September,Butter,000 Tonnes,13.8
Production of Dairy Products,2011 September,Skimmed Milk Powder,000 Tonnes,5.4
Production of Dairy Products,2011 October,Cheese,000 Tonnes,12.2
Production of Dairy Products,2011 October,Butter,000 Tonnes,11.4
Production of Dairy Products,2011 October,Skimmed Milk Powder,000 Tonnes,3.1
Production of Dairy Products,2011 November,Cheese,000 Tonnes,6
Production of Dairy Products,2011 November,Butter,000 Tonnes,8.6
Production of Dairy Products,2011 November,Skimmed Milk Powder,000 Tonnes,1
Production of Dairy Products,2011 December,Cheese,000 Tonnes,2.8
Production of Dairy Products,2011 December,Butter,000 Tonnes,4.9
Production of Dairy Products,2011 December,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2012 January,Cheese,000 Tonnes,2.3
Production of Dairy Products,2012 January,Butter,000 Tonnes,4
Production of Dairy Products,2012 January,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2012 February,Cheese,000 Tonnes,4.9
Production of Dairy Products,2012 February,Butter,000 Tonnes,7.4
Production of Dairy Products,2012 February,Skimmed Milk Powder,000 Tonnes,1.5
Production of Dairy Products,2012 March,Cheese,000 Tonnes,18.1
Production of Dairy Products,2012 March,Butter,000 Tonnes,13.9
Production of Dairy Products,2012 March,Skimmed Milk Powder,000 Tonnes,2.5
Production of Dairy Products,2012 April,Cheese,000 Tonnes,22
Production of Dairy Products,2012 April,Butter,000 Tonnes,16.9
Production of Dairy Products,2012 April,Skimmed Milk Powder,000 Tonnes,6.3
Production of Dairy Products,2012 May,Cheese,000 Tonnes,24.8
Production of Dairy Products,2012 May,Butter,000 Tonnes,21
Production of Dairy Products,2012 May,Skimmed Milk Powder,000 Tonnes,9.2
Production of Dairy Products,2012 June,Cheese,000 Tonnes,27.1
Production of Dairy Products,2012 June,Butter,000 Tonnes,19.4
Production of Dairy Products,2012 June,Skimmed Milk Powder,000 Tonnes,9.5
Production of Dairy Products,2012 July,Cheese,000 Tonnes,21
Production of Dairy Products,2012 July,Butter,000 Tonnes,15.9
Production of Dairy Products,2012 July,Skimmed Milk Powder,000 Tonnes,6.2
Production of Dairy Products,2012 August,Cheese,000 Tonnes,20.4
Production of Dairy Products,2012 August,Butter,000 Tonnes,14
Production of Dairy Products,2012 August,Skimmed Milk Powder,000 Tonnes,5.8
Production of Dairy Products,2012 September,Cheese,000 Tonnes,21.4
Production of Dairy Products,2012 September,Butter,000 Tonnes,10.8
Production of Dairy Products,2012 September,Skimmed Milk Powder,000 Tonnes,3.6
Production of Dairy Products,2012 October,Cheese,000 Tonnes,15
Production of Dairy Products,2012 October,Butter,000 Tonnes,10
Production of Dairy Products,2012 October,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2012 November,Cheese,000 Tonnes,6.2
Production of Dairy Products,2012 November,Butter,000 Tonnes,7.8
Production of Dairy Products,2012 November,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2012 December,Cheese,000 Tonnes,2.3
Production of Dairy Products,2012 December,Butter,000 Tonnes,4.1
Production of Dairy Products,2012 December,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2013 January,Cheese,000 Tonnes,2
Production of Dairy Products,2013 January,Butter,000 Tonnes,4
Production of Dairy Products,2013 January,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2013 February,Cheese,000 Tonnes,5.7
Production of Dairy Products,2013 February,Butter,000 Tonnes,6.3
Production of Dairy Products,2013 February,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2013 March,Cheese,000 Tonnes,17.9
Production of Dairy Products,2013 March,Butter,000 Tonnes,12.1
Production of Dairy Products,2013 March,Skimmed Milk Powder,000 Tonnes,3
Production of Dairy Products,2013 April,Cheese,000 Tonnes,19
Production of Dairy Products,2013 April,Butter,000 Tonnes,16.6
Production of Dairy Products,2013 April,Skimmed Milk Powder,000 Tonnes,4.6
Production of Dairy Products,2013 May,Cheese,000 Tonnes,24
Production of Dairy Products,2013 May,Butter,000 Tonnes,19.8
Production of Dairy Products,2013 May,Skimmed Milk Powder,000 Tonnes,8.1
Production of Dairy Products,2013 June,Cheese,000 Tonnes,27.4
Production of Dairy Products,2013 June,Butter,000 Tonnes,17.6
Production of Dairy Products,2013 June,Skimmed Milk Powder,000 Tonnes,6
Production of Dairy Products,2013 July,Cheese,000 Tonnes,21.8
Production of Dairy Products,2013 July,Butter,000 Tonnes,16.7
Production of Dairy Products,2013 July,Skimmed Milk Powder,000 Tonnes,6.2
Production of Dairy Products,2013 August,Cheese,000 Tonnes,21.4
Production of Dairy Products,2013 August,Butter,000 Tonnes,15.4
Production of Dairy Products,2013 August,Skimmed Milk Powder,000 Tonnes,5.1
Production of Dairy Products,2013 September,Cheese,000 Tonnes,21
Production of Dairy Products,2013 September,Butter,000 Tonnes,13.6
Production of Dairy Products,2013 September,Skimmed Milk Powder,000 Tonnes,3.7
Production of Dairy Products,2013 October,Cheese,000 Tonnes,13.4
Production of Dairy Products,2013 October,Butter,000 Tonnes,14.1
Production of Dairy Products,2013 October,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2013 November,Cheese,000 Tonnes,5.9
Production of Dairy Products,2013 November,Butter,000 Tonnes,10.3
Production of Dairy Products,2013 November,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2013 December,Cheese,000 Tonnes,3.3
Production of Dairy Products,2013 December,Butter,000 Tonnes,5.5
Production of Dairy Products,2013 December,Skimmed Milk Powder,000 Tonnes,4.3
Production of Dairy Products,2014 January,Cheese,000 Tonnes,2.3
Production of Dairy Products,2014 January,Butter,000 Tonnes,4.4
Production of Dairy Products,2014 January,Skimmed Milk Powder,000 Tonnes,
Production of Dairy Products,2014 February,Cheese,000 Tonnes,6.5
Production of Dairy Products,2014 February,Butter,000 Tonnes,6.2
Production of Dairy Products,2014 February,Skimmed Milk Powder,000 Tonnes,0.8
Production of Dairy Products,2014 March,Cheese,000 Tonnes,18.4
Production of Dairy Products,2014 March,Butter,000 Tonnes,14.4
Production of Dairy Products,2014 March,Skimmed Milk Powder,000 Tonnes,3.9
