,Year,Week,State,Product,Begin Date,End Date,Price (�/100kg),country_codes
427,2016,6,Ireland,BUTTER,2016-02-08,2016-02-14,278,IRL
428,2016,5,Ireland,BUTTER,2016-02-01,2016-02-07,278,IRL
429,2016,4,Ireland,BUTTER,2016-01-25,2016-01-31,278,IRL
430,2016,3,Ireland,BUTTER,2016-01-18,2016-01-24,278,IRL
431,2016,2,Ireland,BUTTER,2016-01-11,2016-01-17,278,IRL
432,2016,1,Ireland,BUTTER,2016-01-04,2016-01-10,278,IRL
433,2017,52,Ireland,BUTTER,2017-12-25,2017-12-31,504,IRL
434,2017,51,Ireland,BUTTER,2017-12-18,2017-12-24,504,IRL
435,2017,50,Ireland,BUTTER,2017-12-11,2017-12-17,504,IRL
436,2017,49,Ireland,BUTTER,2017-12-04,2017-12-10,504,IRL
437,2017,48,Ireland,BUTTER,2017-11-27,2017-12-03,613,IRL
438,2017,47,Ireland,BUTTER,2017-11-20,2017-11-26,613,IRL
439,2017,46,Ireland,BUTTER,2017-11-13,2017-11-19,613,IRL
440,2017,45,Ireland,BUTTER,2017-11-06,2017-11-12,613,IRL
441,2017,44,Ireland,BUTTER,2017-10-30,2017-11-05,613,IRL
442,2017,43,Ireland,BUTTER,2017-10-23,2017-10-29,664,IRL
443,2017,42,Ireland,BUTTER,2017-10-16,2017-10-22,664,IRL
444,2017,41,Ireland,BUTTER,2017-10-09,2017-10-15,664,IRL
445,2017,40,Ireland,BUTTER,2017-10-02,2017-10-08,664,IRL
446,2017,39,Ireland,BUTTER,2017-09-25,2017-10-01,616,IRL
447,2017,38,Ireland,BUTTER,2017-09-18,2017-09-24,616,IRL
448,2017,37,Ireland,BUTTER,2017-09-11,2017-09-17,616,IRL
449,2017,36,Ireland,BUTTER,2017-09-04,2017-09-10,616,IRL
450,2017,35,Ireland,BUTTER,2017-08-28,2017-09-03,616,IRL
451,2017,34,Ireland,BUTTER,2017-08-21,2017-08-27,591,IRL
452,2017,33,Ireland,BUTTER,2017-08-14,2017-08-20,591,IRL
453,2017,32,Ireland,BUTTER,2017-08-07,2017-08-13,591,IRL
454,2017,31,Ireland,BUTTER,2017-07-31,2017-08-06,591,IRL
455,2017,30,Ireland,BUTTER,2017-07-24,2017-07-30,519,IRL
456,2017,29,Ireland,BUTTER,2017-07-17,2017-07-23,519,IRL
457,2017,28,Ireland,BUTTER,2017-07-10,2017-07-16,519,IRL
458,2017,27,Ireland,BUTTER,2017-07-03,2017-07-09,519,IRL
459,2017,26,Ireland,BUTTER,2017-06-26,2017-07-02,438,IRL
460,2017,25,Ireland,BUTTER,2017-06-19,2017-06-25,438,IRL
461,2017,24,Ireland,BUTTER,2017-06-12,2017-06-18,438,IRL
462,2017,23,Ireland,BUTTER,2017-06-05,2017-06-11,438,IRL
463,2017,22,Ireland,BUTTER,2017-05-29,2017-06-04,438,IRL
464,2017,21,Ireland,BUTTER,2017-05-22,2017-05-28,405,IRL
465,2017,20,Ireland,BUTTER,2017-05-15,2017-05-21,405,IRL
466,2017,19,Ireland,BUTTER,2017-05-08,2017-05-14,405,IRL
467,2017,18,Ireland,BUTTER,2017-05-01,2017-05-07,405,IRL
468,2017,17,Ireland,BUTTER,2017-04-24,2017-04-30,391,IRL
469,2017,16,Ireland,BUTTER,2017-04-17,2017-04-23,391,IRL
470,2017,15,Ireland,BUTTER,2017-04-10,2017-04-16,391,IRL
471,2017,14,Ireland,BUTTER,2017-04-03,2017-04-09,391,IRL
472,2017,13,Ireland,BUTTER,2017-03-27,2017-04-02,395,IRL
473,2017,12,Ireland,BUTTER,2017-03-20,2017-03-26,395,IRL
474,2017,11,Ireland,BUTTER,2017-03-13,2017-03-19,395,IRL
475,2017,10,Ireland,BUTTER,2017-03-06,2017-03-12,395,IRL
476,2017,9,Ireland,BUTTER,2017-02-27,2017-03-05,395,IRL
477,2017,8,Ireland,BUTTER,2017-02-20,2017-02-26,411,IRL
478,2017,7,Ireland,BUTTER,2017-02-13,2017-02-19,411,IRL
479,2017,6,Ireland,BUTTER,2017-02-06,2017-02-12,411,IRL
480,2017,5,Ireland,BUTTER,2017-01-30,2017-02-05,411,IRL
481,2017,4,Ireland,BUTTER,2017-01-23,2017-01-29,419,IRL
482,2017,3,Ireland,BUTTER,2017-01-16,2017-01-22,419,IRL
483,2017,2,Ireland,BUTTER,2017-01-09,2017-01-15,419,IRL
484,2017,1,Ireland,BUTTER,2017-01-02,2017-01-08,419,IRL
485,2018,52,Ireland,BUTTER,2018-12-24,2018-12-30,422,IRL
486,2018,51,Ireland,BUTTER,2018-12-17,2018-12-23,422,IRL
487,2018,50,Ireland,BUTTER,2018-12-10,2018-12-16,422,IRL
488,2018,49,Ireland,BUTTER,2018-12-03,2018-12-09,422,IRL
489,2018,48,Ireland,BUTTER,2018-11-26,2018-12-02,455,IRL
490,2018,47,Ireland,BUTTER,2018-11-19,2018-11-25,455,IRL
491,2018,46,Ireland,BUTTER,2018-11-12,2018-11-18,455,IRL
492,2018,45,Ireland,BUTTER,2018-11-05,2018-11-11,455,IRL
493,2018,44,Ireland,BUTTER,2018-10-29,2018-11-04,530,IRL
494,2018,43,Ireland,BUTTER,2018-10-22,2018-10-28,530,IRL
495,2018,42,Ireland,BUTTER,2018-10-15,2018-10-21,530,IRL
496,2018,41,Ireland,BUTTER,2018-10-08,2018-10-14,530,IRL
497,2018,40,Ireland,BUTTER,2018-10-01,2018-10-07,530,IRL
498,2018,39,Ireland,BUTTER,2018-09-24,2018-09-30,532,IRL
499,2018,38,Ireland,BUTTER,2018-09-17,2018-09-23,532,IRL
500,2018,37,Ireland,BUTTER,2018-09-10,2018-09-16,532,IRL
501,2018,36,Ireland,BUTTER,2018-09-03,2018-09-09,532,IRL
502,2018,35,Ireland,BUTTER,2018-08-27,2018-09-02,535,IRL
503,2018,34,Ireland,BUTTER,2018-08-20,2018-08-26,535,IRL
504,2018,33,Ireland,BUTTER,2018-08-13,2018-08-19,535,IRL
505,2018,32,Ireland,BUTTER,2018-08-06,2018-08-12,535,IRL
506,2018,31,Ireland,BUTTER,2018-07-30,2018-08-05,535,IRL
507,2018,30,Ireland,BUTTER,2018-07-23,2018-07-29,535,IRL
508,2018,29,Ireland,BUTTER,2018-07-16,2018-07-22,592,IRL
509,2018,28,Ireland,BUTTER,2018-07-09,2018-07-15,592,IRL
510,2018,27,Ireland,BUTTER,2018-07-02,2018-07-08,592,IRL
511,2018,26,Ireland,BUTTER,2018-06-25,2018-07-01,592,IRL
512,2018,25,Ireland,BUTTER,2018-06-18,2018-06-24,574,IRL
513,2018,24,Ireland,BUTTER,2018-06-11,2018-06-17,574,IRL
514,2018,23,Ireland,BUTTER,2018-06-04,2018-06-10,574,IRL
515,2018,22,Ireland,BUTTER,2018-05-28,2018-06-03,515,IRL
516,2018,21,Ireland,BUTTER,2018-05-21,2018-05-27,515,IRL
517,2018,20,Ireland,BUTTER,2018-05-14,2018-05-20,515,IRL
518,2018,19,Ireland,BUTTER,2018-05-07,2018-05-13,515,IRL
519,2018,18,Ireland,BUTTER,2018-04-30,2018-05-06,515,IRL
520,2018,17,Ireland,BUTTER,2018-04-23,2018-04-29,469,IRL
521,2018,16,Ireland,BUTTER,2018-04-16,2018-04-22,469,IRL
522,2018,15,Ireland,BUTTER,2018-04-09,2018-04-15,469,IRL
523,2018,14,Ireland,BUTTER,2018-04-02,2018-04-08,469,IRL
524,2018,13,Ireland,BUTTER,2018-03-26,2018-04-01,423,IRL
525,2018,12,Ireland,BUTTER,2018-03-19,2018-03-25,423,IRL
526,2018,11,Ireland,BUTTER,2018-03-12,2018-03-18,423,IRL
527,2018,10,Ireland,BUTTER,2018-03-05,2018-03-11,423,IRL
528,2018,9,Ireland,BUTTER,2018-02-26,2018-03-04,430,IRL
529,2018,8,Ireland,BUTTER,2018-02-19,2018-02-25,430,IRL
530,2018,7,Ireland,BUTTER,2018-02-12,2018-02-18,430,IRL
531,2018,6,Ireland,BUTTER,2018-02-05,2018-02-11,430,IRL
532,2018,5,Ireland,BUTTER,2018-01-29,2018-02-04,461,IRL
533,2018,4,Ireland,BUTTER,2018-01-22,2018-01-28,461,IRL
534,2018,3,Ireland,BUTTER,2018-01-15,2018-01-21,461,IRL
535,2018,2,Ireland,BUTTER,2018-01-08,2018-01-14,461,IRL
536,2018,1,Ireland,BUTTER,2018-01-01,2018-01-07,504,IRL
537,2019,52,Ireland,BUTTER,2019-12-23,2019-12-29,342,IRL
538,2019,51,Ireland,BUTTER,2019-12-16,2019-12-22,342,IRL
539,2019,50,Ireland,BUTTER,2019-12-09,2019-12-15,342,IRL
540,2019,49,Ireland,BUTTER,2019-12-02,2019-12-08,342,IRL
541,2019,48,Ireland,BUTTER,2019-11-25,2019-12-01,340,IRL
542,2019,47,Ireland,BUTTER,2019-11-18,2019-11-24,340,IRL
543,2019,46,Ireland,BUTTER,2019-11-11,2019-11-17,340,IRL
544,2019,45,Ireland,BUTTER,2019-11-04,2019-11-10,340,IRL
545,2019,44,Ireland,BUTTER,2019-10-28,2019-11-03,334,IRL
546,2019,43,Ireland,BUTTER,2019-10-21,2019-10-27,334,IRL
547,2019,42,Ireland,BUTTER,2019-10-14,2019-10-20,334,IRL
548,2019,41,Ireland,BUTTER,2019-10-07,2019-10-13,334,IRL
549,2019,40,Ireland,BUTTER,2019-09-30,2019-10-06,331,IRL
550,2019,39,Ireland,BUTTER,2019-09-23,2019-09-29,331,IRL
551,2019,38,Ireland,BUTTER,2019-09-16,2019-09-22,331,IRL
552,2019,37,Ireland,BUTTER,2019-09-09,2019-09-15,331,IRL
553,2019,36,Ireland,BUTTER,2019-09-02,2019-09-08,331,IRL
554,2019,35,Ireland,BUTTER,2019-08-26,2019-09-01,350,IRL
555,2019,34,Ireland,BUTTER,2019-08-19,2019-08-25,350,IRL
556,2019,33,Ireland,BUTTER,2019-08-12,2019-08-18,350,IRL
557,2019,32,Ireland,BUTTER,2019-08-05,2019-08-11,350,IRL
558,2019,31,Ireland,BUTTER,2019-07-29,2019-08-04,350,IRL
559,2019,30,Ireland,BUTTER,2019-07-22,2019-07-28,374,IRL
560,2019,29,Ireland,BUTTER,2019-07-15,2019-07-21,374,IRL
561,2019,28,Ireland,BUTTER,2019-07-08,2019-07-14,374,IRL
562,2019,27,Ireland,BUTTER,2019-07-01,2019-07-07,374,IRL
563,2019,26,Ireland,BUTTER,2019-06-24,2019-06-30,399,IRL
564,2019,25,Ireland,BUTTER,2019-06-17,2019-06-23,399,IRL
565,2019,24,Ireland,BUTTER,2019-06-10,2019-06-16,399,IRL
566,2019,23,Ireland,BUTTER,2019-06-03,2019-06-09,399,IRL
567,2019,22,Ireland,BUTTER,2019-05-27,2019-06-02,401,IRL
568,2019,21,Ireland,BUTTER,2019-05-20,2019-05-26,401,IRL
569,2019,20,Ireland,BUTTER,2019-05-13,2019-05-19,401,IRL
570,2019,19,Ireland,BUTTER,2019-05-06,2019-05-12,401,IRL
571,2019,18,Ireland,BUTTER,2019-04-29,2019-05-05,397,IRL
572,2019,17,Ireland,BUTTER,2019-04-22,2019-04-28,397,IRL
573,2019,16,Ireland,BUTTER,2019-04-15,2019-04-21,397,IRL
574,2019,15,Ireland,BUTTER,2019-04-08,2019-04-14,397,IRL
575,2019,14,Ireland,BUTTER,2019-04-01,2019-04-07,397,IRL
576,2019,13,Ireland,BUTTER,2019-03-25,2019-03-31,423,IRL
577,2019,12,Ireland,BUTTER,2019-03-18,2019-03-24,423,IRL
578,2019,11,Ireland,BUTTER,2019-03-11,2019-03-17,423,IRL
579,2019,10,Ireland,BUTTER,2019-03-04,2019-03-10,423,IRL
580,2019,9,Ireland,BUTTER,2019-02-25,2019-03-03,423,IRL
581,2019,8,Ireland,BUTTER,2019-02-18,2019-02-24,423,IRL
582,2019,7,Ireland,BUTTER,2019-02-11,2019-02-17,423,IRL
583,2019,6,Ireland,BUTTER,2019-02-04,2019-02-10,423,IRL
584,2019,5,Ireland,BUTTER,2019-01-28,2019-02-03,409,IRL
585,2019,4,Ireland,BUTTER,2019-01-21,2019-01-27,409,IRL
586,2019,3,Ireland,BUTTER,2019-01-14,2019-01-20,409,IRL
587,2019,2,Ireland,BUTTER,2019-01-07,2019-01-13,409,IRL
588,2019,1,Ireland,BUTTER,2018-12-31,2019-01-06,422,IRL
589,2020,53,Ireland,BUTTER,2020-12-28,2021-01-03,336,IRL
590,2020,52,Ireland,BUTTER,2020-12-21,2020-12-27,336,IRL
591,2020,51,Ireland,BUTTER,2020-12-14,2020-12-20,336,IRL
592,2020,50,Ireland,BUTTER,2020-12-07,2020-12-13,336,IRL
593,2020,49,Ireland,BUTTER,2020-11-30,2020-12-06,336,IRL
594,2020,48,Ireland,BUTTER,2020-11-23,2020-11-29,336,IRL
595,2020,47,Ireland,BUTTER,2020-11-16,2020-11-22,336,IRL
596,2020,46,Ireland,BUTTER,2020-11-09,2020-11-15,336,IRL
597,2020,45,Ireland,BUTTER,2020-11-02,2020-11-08,336,IRL
598,2020,44,Ireland,BUTTER,2020-10-26,2020-11-01,336,IRL
599,2020,43,Ireland,BUTTER,2020-10-19,2020-10-25,336,IRL
600,2020,42,Ireland,BUTTER,2020-10-12,2020-10-18,336,IRL
601,2020,41,Ireland,BUTTER,2020-10-05,2020-10-11,336,IRL
602,2020,40,Ireland,BUTTER,2020-09-28,2020-10-04,336,IRL
603,2020,39,Ireland,BUTTER,2020-09-21,2020-09-27,333,IRL
604,2020,38,Ireland,BUTTER,2020-09-14,2020-09-20,333,IRL
605,2020,37,Ireland,BUTTER,2020-09-07,2020-09-13,333,IRL
606,2020,36,Ireland,BUTTER,2020-08-31,2020-09-06,333,IRL
607,2020,35,Ireland,BUTTER,2020-08-24,2020-08-30,320,IRL
608,2020,34,Ireland,BUTTER,2020-08-17,2020-08-23,320,IRL
609,2020,33,Ireland,BUTTER,2020-08-10,2020-08-16,320,IRL
610,2020,32,Ireland,BUTTER,2020-08-03,2020-08-09,320,IRL
611,2020,31,Ireland,BUTTER,2020-07-27,2020-08-02,320,IRL
612,2020,30,Ireland,BUTTER,2020-07-20,2020-07-26,298,IRL
613,2020,29,Ireland,BUTTER,2020-07-13,2020-07-19,298,IRL
614,2020,28,Ireland,BUTTER,2020-07-06,2020-07-12,298,IRL
615,2020,27,Ireland,BUTTER,2020-06-29,2020-07-05,298,IRL
616,2020,26,Ireland,BUTTER,2020-06-22,2020-06-28,256,IRL
617,2020,25,Ireland,BUTTER,2020-06-15,2020-06-21,256,IRL
618,2020,24,Ireland,BUTTER,2020-06-08,2020-06-14,256,IRL
619,2020,23,Ireland,BUTTER,2020-06-01,2020-06-07,256,IRL
620,2020,22,Ireland,BUTTER,2020-05-25,2020-05-31,256,IRL
621,2020,21,Ireland,BUTTER,2020-05-18,2020-05-24,265,IRL
622,2020,20,Ireland,BUTTER,2020-05-11,2020-05-17,265,IRL
623,2020,19,Ireland,BUTTER,2020-05-04,2020-05-10,265,IRL
624,2020,18,Ireland,BUTTER,2020-04-27,2020-05-03,328,IRL
625,2020,17,Ireland,BUTTER,2020-04-20,2020-04-26,328,IRL
626,2020,16,Ireland,BUTTER,2020-04-13,2020-04-19,328,IRL
627,2020,15,Ireland,BUTTER,2020-04-06,2020-04-12,344,IRL
628,2020,14,Ireland,BUTTER,2020-03-30,2020-04-05,344,IRL
629,2020,13,Ireland,BUTTER,2020-03-23,2020-03-29,344,IRL
630,2020,12,Ireland,BUTTER,2020-03-16,2020-03-22,344,IRL
631,2020,11,Ireland,BUTTER,2020-03-09,2020-03-15,344,IRL
632,2020,10,Ireland,BUTTER,2020-03-02,2020-03-08,344,IRL
633,2020,9,Ireland,BUTTER,2020-02-24,2020-03-01,344,IRL
634,2020,8,Ireland,BUTTER,2020-02-17,2020-02-23,344,IRL
635,2020,7,Ireland,BUTTER,2020-02-10,2020-02-16,344,IRL
636,2020,6,Ireland,BUTTER,2020-02-03,2020-02-09,344,IRL
637,2020,5,Ireland,BUTTER,2020-01-27,2020-02-02,345,IRL
638,2020,4,Ireland,BUTTER,2020-01-20,2020-01-26,345,IRL
639,2020,3,Ireland,BUTTER,2020-01-13,2020-01-19,345,IRL
640,2020,2,Ireland,BUTTER,2020-01-06,2020-01-12,345,IRL
641,2020,1,Ireland,BUTTER,2019-12-30,2020-01-05,342,IRL
642,2021,52,Ireland,BUTTER,2021-12-27,2022-01-02,519,IRL
643,2021,51,Ireland,BUTTER,2021-12-20,2021-12-26,519,IRL
644,2021,50,Ireland,BUTTER,2021-12-13,2021-12-19,519,IRL
645,2021,49,Ireland,BUTTER,2021-12-06,2021-12-12,519,IRL
646,2021,48,Ireland,BUTTER,2021-11-29,2021-12-05,519,IRL
647,2021,47,Ireland,BUTTER,2021-11-22,2021-11-28,440,IRL
648,2021,46,Ireland,BUTTER,2021-11-15,2021-11-21,440,IRL
649,2021,45,Ireland,BUTTER,2021-11-08,2021-11-14,440,IRL
650,2021,44,Ireland,BUTTER,2021-11-01,2021-11-07,440,IRL
651,2021,43,Ireland,BUTTER,2021-10-25,2021-10-31,440,IRL
652,2021,42,Ireland,BUTTER,2021-10-18,2021-10-24,393,IRL
653,2021,41,Ireland,BUTTER,2021-10-11,2021-10-17,393,IRL
654,2021,40,Ireland,BUTTER,2021-10-04,2021-10-10,393,IRL
655,2021,39,Ireland,BUTTER,2021-09-27,2021-10-03,393,IRL
656,2021,38,Ireland,BUTTER,2021-09-20,2021-09-26,374,IRL
657,2021,37,Ireland,BUTTER,2021-09-13,2021-09-19,374,IRL
658,2021,36,Ireland,BUTTER,2021-09-06,2021-09-12,374,IRL
659,2021,35,Ireland,BUTTER,2021-08-30,2021-09-05,374,IRL
660,2021,34,Ireland,BUTTER,2021-08-23,2021-08-29,377,IRL
661,2021,33,Ireland,BUTTER,2021-08-16,2021-08-22,377,IRL
662,2021,32,Ireland,BUTTER,2021-08-09,2021-08-15,377,IRL
663,2021,31,Ireland,BUTTER,2021-08-02,2021-08-08,377,IRL
664,2021,30,Ireland,BUTTER,2021-07-26,2021-08-01,377,IRL
665,2021,29,Ireland,BUTTER,2021-07-19,2021-07-25,396,IRL
666,2021,28,Ireland,BUTTER,2021-07-12,2021-07-18,396,IRL
667,2021,27,Ireland,BUTTER,2021-07-05,2021-07-11,396,IRL
668,2021,26,Ireland,BUTTER,2021-06-28,2021-07-04,396,IRL
669,2021,25,Ireland,BUTTER,2021-06-21,2021-06-27,386,IRL
670,2021,24,Ireland,BUTTER,2021-06-14,2021-06-20,386,IRL
671,2021,23,Ireland,BUTTER,2021-06-07,2021-06-13,386,IRL
672,2021,22,Ireland,BUTTER,2021-05-31,2021-06-06,386,IRL
673,2021,21,Ireland,BUTTER,2021-05-24,2021-05-30,392,IRL
674,2021,20,Ireland,BUTTER,2021-05-17,2021-05-23,392,IRL
675,2021,19,Ireland,BUTTER,2021-05-10,2021-05-16,392,IRL
676,2021,18,Ireland,BUTTER,2021-05-03,2021-05-09,392,IRL
677,2021,17,Ireland,BUTTER,2021-04-26,2021-05-02,392,IRL
678,2021,16,Ireland,BUTTER,2021-04-19,2021-04-25,338,IRL
679,2021,15,Ireland,BUTTER,2021-04-12,2021-04-18,338,IRL
680,2021,14,Ireland,BUTTER,2021-04-05,2021-04-11,338,IRL
681,2021,13,Ireland,BUTTER,2021-03-29,2021-04-04,338,IRL
682,2021,12,Ireland,BUTTER,2021-03-22,2021-03-28,338,IRL
683,2021,11,Ireland,BUTTER,2021-03-15,2021-03-21,338,IRL
684,2021,10,Ireland,BUTTER,2021-03-08,2021-03-14,317,IRL
685,2021,9,Ireland,BUTTER,2021-03-01,2021-03-07,317,IRL
686,2021,8,Ireland,BUTTER,2021-02-22,2021-02-28,317,IRL
687,2021,7,Ireland,BUTTER,2021-02-15,2021-02-21,317,IRL
688,2021,6,Ireland,BUTTER,2021-02-08,2021-02-14,317,IRL
689,2021,5,Ireland,BUTTER,2021-02-01,2021-02-07,333,IRL
690,2021,4,Ireland,BUTTER,2021-01-25,2021-01-31,333,IRL
691,2021,3,Ireland,BUTTER,2021-01-18,2021-01-24,333,IRL
692,2021,2,Ireland,BUTTER,2021-01-11,2021-01-17,333,IRL
693,2021,1,Ireland,BUTTER,2021-01-04,2021-01-10,333,IRL
694,2022,48,Ireland,BUTTER,2022-11-28,2022-12-04,626,IRL
695,2022,47,Ireland,BUTTER,2022-11-21,2022-11-27,626,IRL
696,2022,46,Ireland,BUTTER,2022-11-14,2022-11-20,713,IRL
697,2022,45,Ireland,BUTTER,2022-11-07,2022-11-13,713,IRL
698,2022,44,Ireland,BUTTER,2022-10-31,2022-11-06,713,IRL
699,2022,43,Ireland,BUTTER,2022-10-24,2022-10-30,713,IRL
700,2022,42,Ireland,BUTTER,2022-10-17,2022-10-23,713,IRL
701,2022,41,Ireland,BUTTER,2022-10-10,2022-10-16,744,IRL
702,2022,40,Ireland,BUTTER,2022-10-03,2022-10-09,744,IRL
703,2022,39,Ireland,BUTTER,2022-09-26,2022-10-02,744,IRL
704,2022,38,Ireland,BUTTER,2022-09-19,2022-09-25,744,IRL
705,2022,37,Ireland,BUTTER,2022-09-12,2022-09-18,744,IRL
706,2022,36,Ireland,BUTTER,2022-09-05,2022-09-11,722,IRL
707,2022,35,Ireland,BUTTER,2022-08-29,2022-09-04,722,IRL
708,2022,34,Ireland,BUTTER,2022-08-22,2022-08-28,722,IRL
709,2022,33,Ireland,BUTTER,2022-08-15,2022-08-21,722,IRL
710,2022,32,Ireland,BUTTER,2022-08-08,2022-08-14,727,IRL
711,2022,31,Ireland,BUTTER,2022-08-01,2022-08-07,727,IRL
712,2022,30,Ireland,BUTTER,2022-07-25,2022-07-31,727,IRL
713,2022,29,Ireland,BUTTER,2022-07-18,2022-07-24,727,IRL
714,2022,28,Ireland,BUTTER,2022-07-11,2022-07-17,739,IRL
715,2022,27,Ireland,BUTTER,2022-07-04,2022-07-10,739,IRL
716,2022,26,Ireland,BUTTER,2022-06-27,2022-07-03,739,IRL
717,2022,25,Ireland,BUTTER,2022-06-20,2022-06-26,739,IRL
718,2022,24,Ireland,BUTTER,2022-06-13,2022-06-19,703,IRL
719,2022,23,Ireland,BUTTER,2022-06-06,2022-06-12,703,IRL
720,2022,22,Ireland,BUTTER,2022-05-30,2022-06-05,703,IRL
721,2022,21,Ireland,BUTTER,2022-05-23,2022-05-29,703,IRL
722,2022,20,Ireland,BUTTER,2022-05-16,2022-05-22,703,IRL
723,2022,19,Ireland,BUTTER,2022-05-09,2022-05-15,607,IRL
724,2022,18,Ireland,BUTTER,2022-05-02,2022-05-08,607,IRL
725,2022,17,Ireland,BUTTER,2022-04-25,2022-05-01,607,IRL
726,2022,16,Ireland,BUTTER,2022-04-18,2022-04-24,607,IRL
727,2022,15,Ireland,BUTTER,2022-04-11,2022-04-17,642,IRL
728,2022,14,Ireland,BUTTER,2022-04-04,2022-04-10,642,IRL
729,2022,13,Ireland,BUTTER,2022-03-28,2022-04-03,642,IRL
730,2022,12,Ireland,BUTTER,2022-03-21,2022-03-27,607,IRL
731,2022,11,Ireland,BUTTER,2022-03-14,2022-03-20,607,IRL
732,2022,10,Ireland,BUTTER,2022-03-07,2022-03-13,607,IRL
733,2022,9,Ireland,BUTTER,2022-02-28,2022-03-06,607,IRL
734,2022,8,Ireland,BUTTER,2022-02-21,2022-02-27,607,IRL
735,2022,7,Ireland,BUTTER,2022-02-14,2022-02-20,614,IRL
736,2022,6,Ireland,BUTTER,2022-02-07,2022-02-13,614,IRL
737,2022,5,Ireland,BUTTER,2022-01-31,2022-02-06,614,IRL
738,2022,4,Ireland,BUTTER,2022-01-24,2022-01-30,549,IRL
739,2022,3,Ireland,BUTTER,2022-01-17,2022-01-23,549,IRL
740,2022,2,Ireland,BUTTER,2022-01-10,2022-01-16,549,IRL
741,2022,1,Ireland,BUTTER,2022-01-03,2022-01-09,549,IRL
